,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature1,feature2,other
510,met,2hxic__L_c,2hxic__L_c,id in bigg,,,,
511,met,fpram_c,fpram_c,id in bigg,,,,
512,met,melib_c,melib_c,id in bigg,,,,
513,met,ribflvRD_c,ribflvRD_c,id in bigg,,,,
514,met,2pglyc_c,2pglyc_c,id in bigg,,,,
515,met,2ddg6p_c,2ddg6p_c,id in bigg,,,,
516,met,fru_c,fru_c,id in bigg,,,,
517,met,n2ppn_c,n2ppn_c,id in bigg,,,,
518,met,s7p_c,s7p_c,id in bigg,,,,
519,met,his__L_e,his__L_e,id in bigg,,,,
520,met,thr__L_c,thr__L_c,id in bigg,,,,
521,met,sbt__D_c,sbt__D_c,id in bigg,,,,
522,met,4mpetz_c,4mpetz_c,id in bigg,,,,
523,met,pnto__R_c,pnto__R_c,id in bigg,,,,
524,met,nad_c,nad_c,id in bigg,,,,
525,met,adp_c,adp_c,id in bigg,,,,
526,met,dcdp_c,dcdp_c,id in bigg,,,,
527,met,tre6p_c,tre6p_c,id in bigg,,,,
528,met,udpgalfur_c,udpgalfur_c,id in bigg,,,,
529,met,uAgl_c,uAgl_c,id in bigg,,,,
530,met,34hpp_c,34hpp_c,id in bigg,,,,
531,met,xan_c,xan_c,id in bigg,,,,
532,met,so4_c,so4_c,id in bigg,,,,
533,met,cys__L_c,cys__L_c,id in bigg,,,,
534,met,3oxtdacp_c,3oxtdacp_c,id in bigg,,,,
535,met,apoACP_c,apoACP_c,id in bigg,,,,
536,met,na1_c,na1_c,id in bigg,,,,
537,met,trnacys_c,trnacys_c,id in bigg,,,,
538,met,prlp_c,prlp_c,id in bigg,,,,
539,met,ru5p__L_c,ru5p__L_c,id in bigg,,,,
540,met,succoa_c,succoa_c,id in bigg,,,,
541,met,4met2obut_c,4met2obut_c,id in bigg,,,,
542,met,hexacp_c,hexacp_c,id in bigg,,,,
543,met,malt_e,malt_e,id in bigg,,,,
544,met,uaccg_c,uaccg_c,id in bigg,,,,
545,met,lcts_e,lcts_e,id in bigg,,,,
546,met,uamr_c,uamr_c,id in bigg,,,,
547,met,uamag_c,uamag_c,id in bigg,,,,
548,met,mev__R_c,mev__R_c,id in bigg,,,,
549,met,ile__L_c,ile__L_c,id in bigg,,,,
550,met,val__L_c,val__L_c,id in bigg,,,,
551,met,glyclt_e,glyclt_e,id in bigg,,,,
552,met,xan_e,xan_e,id in bigg,,,,
553,met,malt_c,malt_c,id in bigg,,,,
554,met,6pgc_c,6pgc_c,id in bigg,,,,
555,met,tyrtrna_c,tyrtrna_c,id in bigg,,,,
556,met,gua_c,gua_c,id in bigg,,,,
557,met,phetrna_c,phetrna_c,id in bigg,,,,
558,met,trnathr_c,trnathr_c,id in bigg,,,,
559,met,35ccmp_c,35ccmp_c,id in bigg,,,,
560,met,cbp_c,cbp_c,id in bigg,,,,
561,met,for_c,for_c,id in bigg,,,,
562,met,ppi_c,ppi_c,id in bigg,,,,
563,met,thymd_c,thymd_c,id in bigg,,,,
564,met,leutrna_c,leutrna_c,id in bigg,,,,
565,met,mnl_e,mnl_e,id in bigg,,,,
566,met,thmmp_c,thmmp_c,id in bigg,,,,
567,met,ser__L_c,ser__L_c,id in bigg,,,,
568,met,dha_c,dha_c,id in bigg,,,,
569,met,ctp_c,ctp_c,id in bigg,,,,
570,met,histd_c,histd_c,id in bigg,,,,
571,met,fdp_c,fdp_c,id in bigg,,,,
572,met,butacp_c,butacp_c,id in bigg,,,,
573,met,hdeacp_c,hdeacp_c,id in bigg,,,,
574,met,thymd_e,thymd_e,id in bigg,,,,
575,met,thrtrna_c,thrtrna_c,id in bigg,,,,
576,met,sl26da_c,sl26da_c,id in bigg,,,,
577,met,melib_e,melib_e,id in bigg,,,,
578,met,decacp_c,decacp_c,id in bigg,,,,
579,met,lac__D_e,lac__D_e,id in bigg,,,,
580,met,phpyr_c,phpyr_c,id in bigg,,,,
581,met,dadp_c,dadp_c,id in bigg,,,,
582,met,2ahbut_c,2ahbut_c,id in bigg,,,,
583,met,nac_c,nac_c,id in bigg,,,,
584,met,chol_e,chol_e,id in bigg,,,,
585,met,srb__L_c,srb__L_c,id in bigg,,,,
586,met,dad__2_c,dad_2_c,id in old_bigg_ids,dad-2[c]; dad_2; dad_2[c]; dad_2_c; dad_DASH_2_c; dad__2_c,,,
587,met,dtdpddg_c,dtdp4d6dg_c,id in old_bigg_ids,dtdp4d6dg; dtdp4d6dg[c]; dtdp4d6dg_c; dtdpddg; dtdpddg_c,,,
588,met,dtdpddm_c,dtdp4d6dm_c,id in old_bigg_ids,dtdp4d6dm; dtdp4d6dm[c]; dtdp4d6dm_c; dtdpddm; dtdpddm_c,,,
589,met,2c25dho_c,4cml_c,id in old_bigg_ids,2c25dho; 2c25dho_c; 4cml; 4cml_c,,,
590,met,2mbal_e,2mbald_e,id in old_bigg_ids,2mbal; 2mbal_e; 2mbald; 2mbald_e,,,
591,met,thglu_c,hpglu_c,id in old_bigg_ids,hpglu; hpglu_c; thglu; thglu[c]; thglu_c,,,
592,met,26dap__LL_c,26dap_LL_c,id in old_bigg_ids,26dap-LL[c]; 26dap_DASH_LL_c; 26dap_LL; 26dap_LL[c]; 26dap_LL_c; 26dap__LL_c; _26dap_LL_c,,,
593,met,5mthglu_c,mhpglu_c,id in old_bigg_ids,5mthglu; 5mthglu[c]; 5mthglu_c; mhpglu; mhpglu_c,,,
594,met,ala__B_c,ala_B_c,id in old_bigg_ids,ala-B[c]; ala_B; ala_B[c]; ala_B_c; ala_DASH_B_c; ala__B_c,,,
595,met,2mbal_c,2mbald_c,id in old_bigg_ids,2mbal; 2mbal_c; 2mbald; 2mbald_c,,,
596,met,btd__RR_e,btd_RR_e,id in old_bigg_ids,btd-RR[e]; btd_DASH_RR_e; btd_RR; btd_RR_e; btd__RR_e,,,
597,met,isoval_e,,not in bigg,,,,
598,met,MCOSH_c,,not in bigg,,,,
599,met,MGD_c,,not in bigg,,,,
600,met,lyspg_LPL_c,,not in bigg,,,,
601,met,pgp_LPL_c,,not in bigg,,,,
602,met,methal_c,,not in bigg,,,,
603,met,plac_e,,not in bigg,,,,
604,met,uagmdalac_c,,not in bigg,,,,
605,met,clpn_LPL_c,,not in bigg,,,,
606,met,g6p__B_c,,not in bigg,,,,
607,met,ppaca_c,,not in bigg,,,,
608,met,RTAala_c,,not in bigg,,,,
609,met,dgdag_LPL_c,,not in bigg,,,,
610,met,2mpal_c,,not in bigg,,,,
611,met,3mbol_e,,not in bigg,,,,
612,met,alalac_c,,not in bigg,,,,
613,met,agly3p_LPL_c,,not in bigg,,,,
614,met,PGlac2_c,,not in bigg,,,,
615,met,rbt5p_c,,not in bigg,,,,
616,met,DNA_LPL_c,,not in bigg,,,,
617,met,polypi_c,,not in bigg,,,,
618,met,indlac_e,,not in bigg,,,,
619,met,g1p__B_c,,not in bigg,,,,
620,met,imlac_e,,not in bigg,,,,
621,met,impyr_c,,not in bigg,,,,
622,met,cdpdag_LPL_c,,not in bigg,,,,
623,met,indlac_c,,not in bigg,,,,
624,met,2mpol_e,,not in bigg,,,,
625,met,uaagmdalac_c,,not in bigg,,,,
626,met,isobut_e,,not in bigg,,,,
627,met,ugmdalac_c,,not in bigg,,,,
628,met,PROT_LPL_v60_c,,not in bigg,,,,
629,met,2mbol_c,,not in bigg,,,,
630,met,RTA_c,,not in bigg,,,,
631,met,idt_c,,not in bigg,,,,
632,met,3mbol_c,,not in bigg,,,,
633,met,CPS_LPL2_c,,not in bigg,,,,
634,met,plac_c,,not in bigg,,,,
635,met,2mbol_e,,not in bigg,,,,
636,met,2mpol_c,,not in bigg,,,,
637,met,cysth__L_c,,not in bigg,,,,
638,met,34hplac_c,,not in bigg,,,,
639,met,RNA_LPL_c,,not in bigg,,,,
640,met,2mpal_e,,not in bigg,,,,
641,met,CPS_LPL_c,,not in bigg,,,,
642,met,methal_e,,not in bigg,,,,
643,met,isoval_c,,not in bigg,,,,
644,met,RTAglc_c,,not in bigg,,,,
645,met,isobut_c,,not in bigg,,,,
646,met,nh3_e,,not in bigg,,,,
647,met,MPT_c,,not in bigg,,,,
648,met,4vcoum_c,,not in bigg,,,,
649,met,pa_LPL_c,,not in bigg,,,,
650,met,LTA_LPL_c,,not in bigg,,,,
651,met,PreZ_c,,not in bigg,,,,
652,met,4coum_c,,not in bigg,,,,
653,met,MCOOH_c,,not in bigg,,,,
654,met,btd__RR_c,,not in bigg,,,,
655,met,dag_LPL_c,,not in bigg,,,,
656,met,pg_LPL_c,,not in bigg,,,,
657,met,Moco_c,,not in bigg,,,,
658,met,LTAala_LPL_c,,not in bigg,,,,
659,met,34hplac_e,,not in bigg,,,,
660,met,LTAglc_LPL_c,,not in bigg,,,,
661,met,imlac_c,,not in bigg,,,,
