type	id_in_tp	id_in_bigg	new_id	descripation	old_bigg_ids	feature_tp	feature_bigg	diff	notes
met	pe160_p	pe160_p		id in bigg					
met	sulfac_p	sulfac_p		id in bigg					
met	3htdcoa_c	3htdcoa_c		id in bigg					
met	mnl1p_c	mnl1p_c		id in bigg					
met	ppgpp_c	ppgpp_c		id in bigg					
met	gmp_e	gmp_e		id in bigg					
met	phhlipa_c	phhlipa_c		id in bigg					
met	23dappa_p	23dappa_p		id in bigg					
met	1odec11eg3p_c	1odec11eg3p_c		id in bigg					
met	sufbcd_4fe4s_c	sufbcd_4fe4s_c		id in bigg					
met	rmn_e	rmn_e		id in bigg					
met	arab__L_p	arab__L_p		id in bigg					
met	dhor__S_c	dhor__S_c		id in bigg					
met	gslnt_c	gslnt_c		id in bigg					
met	g3pg_e	g3pg_e		id in bigg					
met	nac_e	nac_e		id in bigg					
met	lcts_c	lcts_c		id in bigg					
met	prpp_c	prpp_c		id in bigg					
met	lipoate_p	lipoate_p		id in bigg					
met	hg2_e	hg2_e		id in bigg					
met	4abut_p	4abut_p		id in bigg					
met	asp__L_e	asp__L_e		id in bigg					
met	dscl_c	dscl_c		id in bigg					
met	pg181_p	pg181_p		id in bigg					
met	rbflvrd_c	rbflvrd_c		id in bigg					
met	paps_c	paps_c		id in bigg					
met	maltpt_p	maltpt_p		id in bigg					
met	prbatp_c	prbatp_c		id in bigg					
met	13dpg_c	13dpg_c		id in bigg					
met	lipoate_c	lipoate_c		id in bigg					
met	pg120_p	pg120_p		id in bigg					
met	fad_e	fad_e		id in bigg					
met	23cump_p	23cump_p		id in bigg					
met	uagmda_c	uagmda_c		id in bigg					
met	din_c	din_c		id in bigg					
met	tag6p__D_c	tag6p__D_c		id in bigg					
met	dsbdrd_c	dsbdrd_c		id in bigg					
met	so3_e	so3_e		id in bigg					
met	kdo2lipid4_p	kdo2lipid4_p		id in bigg					
met	cdpdddecg_c	cdpdddecg_c		id in bigg					
met	fe3hox_un_c	fe3hox_un_c		id in bigg					
met	asn__L_p	asn__L_p		id in bigg					
met	o2_e	o2_e		id in bigg					
met	cu2_e	cu2_e		id in bigg					
met	thrp_p	thrp_p		id in bigg					
met	pppn_p	pppn_p		id in bigg					
met	cbi_c	cbi_c		id in bigg					
met	ttdcap_c	ttdcap_c		id in bigg					
met	uamr_c	uamr_c		id in bigg					
met	akg_p	akg_p		id in bigg					
met	maltttr_e	maltttr_e		id in bigg					
met	fum_p	fum_p		id in bigg					
met	ala__D_e	ala__D_e		id in bigg					
met	pydam_c	pydam_c		id in bigg					
met	sbt6p_c	sbt6p_c		id in bigg					
met	cbl1_c	cbl1_c		id in bigg					
met	dcaACP_c	dcaACP_c		id in bigg					
met	12dgr141_c	12dgr141_c		id in bigg					
met	anhgm_c	anhgm_c		id in bigg					
met	3c4mop_c	3c4mop_c		id in bigg					
met	apg160_c	apg160_c		id in bigg					
met	ncam_c	ncam_c		id in bigg					
met	mlthf_c	mlthf_c		id in bigg					
met	acACP_c	acACP_c		id in bigg					
met	glyc_e	glyc_e		id in bigg					
met	pser__L_c	pser__L_c		id in bigg					
met	lipoate_e	lipoate_e		id in bigg					
met	clpn140_p	clpn140_p		id in bigg					
met	dtdp4addg_c	dtdp4addg_c		id in bigg					
met	metsox_S__L_p	metsox_S__L_p		id in bigg					
met	23dhdp_c	23dhdp_c		id in bigg					
met	all6p_c	all6p_c		id in bigg					
met	3cmp_e	3cmp_e		id in bigg					
met	pe180_c	pe180_c		id in bigg					
met	6pgc_c	6pgc_c		id in bigg					
met	progly_p	progly_p		id in bigg					
met	urdgci_c	urdgci_c		id in bigg					
met	glcr_e	glcr_e		id in bigg					
met	5mtr_c	5mtr_c		id in bigg					
met	ocdcea_p	ocdcea_p		id in bigg					
met	msa_c	msa_c		id in bigg					
met	fe3hox_un_e	fe3hox_un_e		id in bigg					
met	dtdp_c	dtdp_c		id in bigg					
met	kdo2lipid4_c	kdo2lipid4_c		id in bigg					
met	pydx_p	pydx_p		id in bigg					
met	udcpdp_c	udcpdp_c		id in bigg					
met	1agpg181_p	1agpg181_p		id in bigg					
met	dcmp_c	dcmp_c		id in bigg					
met	ru5p__D_c	ru5p__D_c		id in bigg					
met	idp_c	idp_c		id in bigg					
met	pe161_p	pe161_p		id in bigg					
met	uacmam_c	uacmam_c		id in bigg					
met	3amp_e	3amp_e		id in bigg					
met	mal__D_c	mal__D_c		id in bigg					
met	ppal_p	ppal_p		id in bigg					
met	urate_e	urate_e		id in bigg					
met	dmlz_c	dmlz_c		id in bigg					
met	cechddd_c	cechddd_c		id in bigg					
met	apg161_c	apg161_c		id in bigg					
met	4fe4s_c	4fe4s_c		id in bigg					
met	ade_p	ade_p		id in bigg					
met	4ahmmp_c	4ahmmp_c		id in bigg					
met	gdpddman_c	gdpddman_c		id in bigg					
met	gln__L_e	gln__L_e		id in bigg					
met	hdca_p	hdca_p		id in bigg					
met	udcpp_p	udcpp_p		id in bigg					
met	urea_c	urea_c		id in bigg					
met	quin_c	quin_c		id in bigg					
met	camp_c	camp_c		id in bigg					
met	hdd2coa_c	hdd2coa_c		id in bigg					
met	so2_c	so2_c		id in bigg					
met	maltpt_c	maltpt_c		id in bigg					
met	2mahmp_c	2mahmp_c		id in bigg					
met	ala__L_p	ala__L_p		id in bigg					
met	dxyl_c	dxyl_c		id in bigg					
met	ocdcap_c	ocdcap_c		id in bigg					
met	mmcoa__S_c	mmcoa__S_c		id in bigg					
met	anth_c	anth_c		id in bigg					
met	bglycogen_c	bglycogen_c		id in bigg					
met	anhgm3p_c	anhgm3p_c		id in bigg					
met	dms_e	dms_e		id in bigg					
met	asn__L_e	asn__L_e		id in bigg					
met	gam1p_c	gam1p_c		id in bigg					
met	LalaLglu_e	LalaLglu_e		id in bigg					
met	tma_p	tma_p		id in bigg					
met	xylu__L_c	xylu__L_c		id in bigg					
met	cu2_p	cu2_p		id in bigg					
met	oc2coa_c	oc2coa_c		id in bigg					
met	2odecg3p_c	2odecg3p_c		id in bigg					
met	so4_e	so4_e		id in bigg					
met	kdo_c	kdo_c		id in bigg					
met	3ocpalm9eACP_c	3ocpalm9eACP_c		id in bigg					
met	ppal_c	ppal_c		id in bigg					
met	isetac_c	isetac_c		id in bigg					
met	23camp_e	23camp_e		id in bigg					
met	pgp161_c	pgp161_c		id in bigg					
met	3hhcoa_c	3hhcoa_c		id in bigg					
met	etha_p	etha_p		id in bigg					
met	2agpg161_c	2agpg161_c		id in bigg					
met	nadphx__R_c	nadphx__R_c		id in bigg					
met	ddcaACP_c	ddcaACP_c		id in bigg					
met	glcn_p	glcn_p		id in bigg					
met	pnto__R_c	pnto__R_c		id in bigg					
met	t3c7mrseACP_c	t3c7mrseACP_c		id in bigg					
met	cytd_c	cytd_c		id in bigg					
met	4pasp_c	4pasp_c		id in bigg					
met	gcald_c	gcald_c		id in bigg					
met	acac_p	acac_p		id in bigg					
met	LalaDgluMdapDala_e	LalaDgluMdapDala_e		id in bigg					
met	acser_p	acser_p		id in bigg					
met	hco3_c	hco3_c		id in bigg					
met	psuri_c	psuri_c		id in bigg					
met	dopa_p	dopa_p		id in bigg					
met	ac_p	ac_p		id in bigg					
met	air_c	air_c		id in bigg					
met	34dhpac_p	34dhpac_p		id in bigg					
met	pa181_c	pa181_c		id in bigg					
met	xyl__D_c	xyl__D_c		id in bigg					
met	26dap__M_e	26dap__M_e		id in bigg					
met	gagicolipa_c	gagicolipa_c		id in bigg					
met	1hdec9eg3p_c	1hdec9eg3p_c		id in bigg					
met	psclys_e	psclys_e		id in bigg					
met	na1_c	na1_c		id in bigg					
met	man6pglyc_c	man6pglyc_c		id in bigg					
met	g1p_e	g1p_e		id in bigg					
met	pg160_c	pg160_c		id in bigg					
met	etha_e	etha_e		id in bigg					
met	3pg_c	3pg_c		id in bigg					
met	meoh_c	meoh_c		id in bigg					
met	cysi__L_e	cysi__L_e		id in bigg					
met	tungs_c	tungs_c		id in bigg					
met	urate_p	urate_p		id in bigg					
met	glucys_c	glucys_c		id in bigg					
met	udpgal_e	udpgal_e		id in bigg					
met	sqg_c	sqg_c		id in bigg					
met	2agpe141_c	2agpe141_c		id in bigg					
met	tcynt_p	tcynt_p		id in bigg					
met	amp_e	amp_e		id in bigg					
met	moco_c	moco_c		id in bigg					
met	pro__L_c	pro__L_c		id in bigg					
met	halipa_e	halipa_e		id in bigg					
met	dtgcl_c	dtgcl_c		id in bigg					
met	nadph_c	nadph_c		id in bigg					
met	malthx_c	malthx_c		id in bigg					
met	gar_c	gar_c		id in bigg					
met	asn__L_c	asn__L_c		id in bigg					
met	psuri_p	psuri_p		id in bigg					
met	2me4p_c	2me4p_c		id in bigg					
met	hxan_p	hxan_p		id in bigg					
met	hmgth_c	hmgth_c		id in bigg					
met	k_c	k_c		id in bigg					
met	bwcogdp_c	bwcogdp_c		id in bigg					
met	ttdcea_c	ttdcea_c		id in bigg					
met	12dgr160_c	12dgr160_c		id in bigg					
met	ascb__L_p	ascb__L_p		id in bigg					
met	skm_c	skm_c		id in bigg					
met	pg161_p	pg161_p		id in bigg					
met	3hodcoa_c	3hodcoa_c		id in bigg					
met	34dhpac_e	34dhpac_e		id in bigg					
met	phpyr_c	phpyr_c		id in bigg					
met	metsox_S__L_e	metsox_S__L_e		id in bigg					
met	val__L_p	val__L_p		id in bigg					
met	g3pe_e	g3pe_e		id in bigg					
met	adpglc_c	adpglc_c		id in bigg					
met	pser__L_p	pser__L_p		id in bigg					
met	ps140_c	ps140_c		id in bigg					
met	2agpe180_p	2agpe180_p		id in bigg					
met	ttdca_p	ttdca_p		id in bigg					
met	pg161_c	pg161_c		id in bigg					
met	2mcit_c	2mcit_c		id in bigg					
met	fadh2_c	fadh2_c		id in bigg					
met	man_e	man_e		id in bigg					
met	adp_c	adp_c		id in bigg					
met	2doxg6p_c	2doxg6p_c		id in bigg					
met	2hdec9eg3p_p	2hdec9eg3p_p		id in bigg					
met	pheme_c	pheme_c		id in bigg					
met	acetol_c	acetol_c		id in bigg					
met	dsbgox_p	dsbgox_p		id in bigg					
met	cu_p	cu_p		id in bigg					
met	6pgl_c	6pgl_c		id in bigg					
met	dhnpt_c	dhnpt_c		id in bigg					
met	dhf_c	dhf_c		id in bigg					
met	5dglcn_c	5dglcn_c		id in bigg					
met	acgal1p_e	acgal1p_e		id in bigg					
met	cgly_p	cgly_p		id in bigg					
met	ura_p	ura_p		id in bigg					
met	ocdca_c	ocdca_c		id in bigg					
met	gdp_c	gdp_c		id in bigg					
met	ps141_c	ps141_c		id in bigg					
met	acmana_p	acmana_p		id in bigg					
met	skm_p	skm_p		id in bigg					
met	tsul_e	tsul_e		id in bigg					
met	anhgm3p_p	anhgm3p_p		id in bigg					
met	apoACP_c	apoACP_c		id in bigg					
met	fprica_c	fprica_c		id in bigg					
met	1agpe181_p	1agpe181_p		id in bigg					
met	cgly_e	cgly_e		id in bigg					
met	1odecg3p_c	1odecg3p_c		id in bigg					
met	LalaDglu_c	LalaDglu_c		id in bigg					
met	apg140_c	apg140_c		id in bigg					
met	ala_B_c	ala_B_c		id in bigg					
met	grxox_c	grxox_c		id in bigg					
met	LalaLglu_c	LalaLglu_c		id in bigg					
met	5aizc_c	5aizc_c		id in bigg					
met	pppg9_c	pppg9_c		id in bigg					
met	3hpalmACP_c	3hpalmACP_c		id in bigg					
met	cl_p	cl_p		id in bigg					
met	dtbt_c	dtbt_c		id in bigg					
met	tpalm2eACP_c	tpalm2eACP_c		id in bigg					
met	prbamp_c	prbamp_c		id in bigg					
met	dad_2_c	dad_2_c		id in bigg					
met	3hpppn_e	3hpppn_e		id in bigg					
met	2ddglcn_c	2ddglcn_c		id in bigg					
met	mepn_c	mepn_c		id in bigg					
met	cs1_p	cs1_p		id in bigg					
met	3odcoa_c	3odcoa_c		id in bigg					
met	galct__D_p	galct__D_p		id in bigg					
met	5mta_c	5mta_c		id in bigg					
met	aacald_c	aacald_c		id in bigg					
met	cddec5eACP_c	cddec5eACP_c		id in bigg					
met	eca3und_p	eca3und_p		id in bigg					
met	23dhmp_c	23dhmp_c		id in bigg					
met	ddcacoa_c	ddcacoa_c		id in bigg					
met	co2_p	co2_p		id in bigg					
met	o16a4colipa_e	o16a4colipa_e		id in bigg					
met	ppt_e	ppt_e		id in bigg					
met	1hdecg3p_p	1hdecg3p_p		id in bigg					
met	pe120_c	pe120_c		id in bigg					
met	3hhdcoa_c	3hhdcoa_c		id in bigg					
met	dhps_p	dhps_p		id in bigg					
met	4c2me_c	4c2me_c		id in bigg					
met	pa120_p	pa120_p		id in bigg					
met	LalaDgluMdap_p	LalaDgluMdap_p		id in bigg					
met	bbtcoa_c	bbtcoa_c		id in bigg					
met	glyald_c	glyald_c		id in bigg					
met	rib__D_p	rib__D_p		id in bigg					
met	cmp_e	cmp_e		id in bigg					
met	tartr__L_c	tartr__L_c		id in bigg					
met	metglcur_c	metglcur_c		id in bigg					
met	uacmamu_c	uacmamu_c		id in bigg					
met	pg180_c	pg180_c		id in bigg					
met	acg5p_c	acg5p_c		id in bigg					
met	fum_e	fum_e		id in bigg					
met	chor_c	chor_c		id in bigg					
met	2agpg140_p	2agpg140_p		id in bigg					
met	feoxam_un_c	feoxam_un_c		id in bigg					
met	hg2_c	hg2_c		id in bigg					
met	cpgn_c	cpgn_c		id in bigg					
met	pa161_c	pa161_c		id in bigg					
met	pphn_c	pphn_c		id in bigg					
met	sufbcd_2fe2s2_c	sufbcd_2fe2s2_c		id in bigg					
met	thm_p	thm_p		id in bigg					
met	1agpe140_p	1agpe140_p		id in bigg					
met	mobd_p	mobd_p		id in bigg					
met	mobd_c	mobd_c		id in bigg					
met	ppi_c	ppi_c		id in bigg					
met	3hcinnm_c	3hcinnm_c		id in bigg					
met	cpgn_p	cpgn_p		id in bigg					
met	ins_c	ins_c		id in bigg					
met	ahcys_c	ahcys_c		id in bigg					
met	3hddcoa_c	3hddcoa_c		id in bigg					
met	orot_e	orot_e		id in bigg					
met	dha_p	dha_p		id in bigg					
met	23doguln_c	23doguln_c		id in bigg					
met	fmn_c	fmn_c		id in bigg					
met	mnl_e	mnl_e		id in bigg					
met	34dhpha_c	34dhpha_c		id in bigg					
met	leu__L_e	leu__L_e		id in bigg					
met	pg141_p	pg141_p		id in bigg					
met	14dhncoa_c	14dhncoa_c		id in bigg					
met	36dahx_c	36dahx_c		id in bigg					
met	3ohexACP_c	3ohexACP_c		id in bigg					
met	lcts_e	lcts_e		id in bigg					
met	h2o2_c	h2o2_c		id in bigg					
met	chol_e	chol_e		id in bigg					
met	skm_e	skm_e		id in bigg					
met	acgal_e	acgal_e		id in bigg					
met	1agpg180_p	1agpg180_p		id in bigg					
met	5prdmbz_c	5prdmbz_c		id in bigg					
met	murein4px4p_p	murein4px4p_p		id in bigg					
met	doxrbcn_p	doxrbcn_p		id in bigg					
met	cpe160_c	cpe160_c		id in bigg					
met	3hcmrs7eACP_c	3hcmrs7eACP_c		id in bigg					
met	3hoctaACP_c	3hoctaACP_c		id in bigg					
met	chol_p	chol_p		id in bigg					
met	spmd_c	spmd_c		id in bigg					
met	cholate_c	cholate_c		id in bigg					
met	glyc2p_c	glyc2p_c		id in bigg					
met	met__D_c	met__D_c		id in bigg					
met	uri_e	uri_e		id in bigg					
met	glu1sa_c	glu1sa_c		id in bigg					
met	grdp_c	grdp_c		id in bigg					
met	murein5p4p_p	murein5p4p_p		id in bigg					
met	bmoco_c	bmoco_c		id in bigg					
met	b2coa_c	b2coa_c		id in bigg					
met	dcdp_c	dcdp_c		id in bigg					
met	3mob_c	3mob_c		id in bigg					
met	gdpofuc_c	gdpofuc_c		id in bigg					
met	pppi_c	pppi_c		id in bigg					
met	gal_p	gal_p		id in bigg					
met	leu__L_p	leu__L_p		id in bigg					
met	pant__R_c	pant__R_c		id in bigg					
met	glyc2p_e	glyc2p_e		id in bigg					
met	garagund_c	garagund_c		id in bigg					
met	glyclt_p	glyclt_p		id in bigg					
met	tre_p	tre_p		id in bigg					
met	ca2_e	ca2_e		id in bigg					
met	cmp_p	cmp_p		id in bigg					
met	25aics_c	25aics_c		id in bigg					
met	crnDcoa_c	crnDcoa_c		id in bigg					
met	pa161_p	pa161_p		id in bigg					
met	acmana_e	acmana_e		id in bigg					
met	uppg3_c	uppg3_c		id in bigg					
met	nmn_e	nmn_e		id in bigg					
met	ipdp_c	ipdp_c		id in bigg					
met	ala_B_p	ala_B_p		id in bigg					
met	3ohodcoa_c	3ohodcoa_c		id in bigg					
met	forcoa_c	forcoa_c		id in bigg					
met	2dh3dgal6p_c	2dh3dgal6p_c		id in bigg					
met	kdo8p_c	kdo8p_c		id in bigg					
met	dgslnt_c	dgslnt_c		id in bigg					
met	unagamuf_p	unagamuf_p		id in bigg					
met	malACP_c	malACP_c		id in bigg					
met	acon_C_c	acon_C_c		id in bigg					
met	acser_e	acser_e		id in bigg					
met	glyc3p_p	glyc3p_p		id in bigg					
met	fe3dcit_p	fe3dcit_p		id in bigg					
met	3amac_c	3amac_c		id in bigg					
met	4abzglu_e	4abzglu_e		id in bigg					
met	pgp140_p	pgp140_p		id in bigg					
met	gmhep17bp_c	gmhep17bp_c		id in bigg					
met	aconm_c	aconm_c		id in bigg					
met	udpg_p	udpg_p		id in bigg					
met	thf_c	thf_c		id in bigg					
met	fuc__L_p	fuc__L_p		id in bigg					
met	acac_c	acac_c		id in bigg					
met	pi_c	pi_c		id in bigg					
met	ile__L_p	ile__L_p		id in bigg					
met	dca_c	dca_c		id in bigg					
met	so3_p	so3_p		id in bigg					
met	galct__D_e	galct__D_e		id in bigg					
met	nalme_c	nalme_c		id in bigg					
met	fmnh2_c	fmnh2_c		id in bigg					
met	dsbgrd_p	dsbgrd_p		id in bigg					
met	pnto__R_e	pnto__R_e		id in bigg					
met	skm5p_c	skm5p_c		id in bigg					
met	n2o_p	n2o_p		id in bigg					
met	pg141_c	pg141_c		id in bigg					
met	pydam_p	pydam_p		id in bigg					
met	cbi_p	cbi_p		id in bigg					
met	nad_c	nad_c		id in bigg					
met	tcynt_e	tcynt_e		id in bigg					
met	12ppd__S_c	12ppd__S_c		id in bigg					
met	lipidAds_c	lipidAds_c		id in bigg					
met	glyc__R_e	glyc__R_e		id in bigg					
met	aicar_c	aicar_c		id in bigg					
met	din_p	din_p		id in bigg					
met	s17bp_c	s17bp_c		id in bigg					
met	ribflv_c	ribflv_c		id in bigg					
met	clpn160_p	clpn160_p		id in bigg					
met	aacoa_c	aacoa_c		id in bigg					
met	gdpmann_c	gdpmann_c		id in bigg					
met	pgp120_c	pgp120_c		id in bigg					
met	1pyr5c_c	1pyr5c_c		id in bigg					
met	4abut_e	4abut_e		id in bigg					
met	acser_c	acser_c		id in bigg					
met	taur_c	taur_c		id in bigg					
met	u23ga_c	u23ga_c		id in bigg					
met	asp__L_c	asp__L_c		id in bigg					
met	cpppg3_c	cpppg3_c		id in bigg					
met	uracp_c	uracp_c		id in bigg					
met	gdp_p	gdp_p		id in bigg					
met	rbl__L_c	rbl__L_c		id in bigg					
met	dump_p	dump_p		id in bigg					
met	cbasp_c	cbasp_c		id in bigg					
met	cmp_c	cmp_c		id in bigg					
met	ag_e	ag_e		id in bigg					
met	spmd_e	spmd_e		id in bigg					
met	orn_p	orn_p		id in bigg					
met	23cgmp_p	23cgmp_p		id in bigg					
met	ptrc_p	ptrc_p		id in bigg					
met	gln__L_c	gln__L_c		id in bigg					
met	phphhlipa_c	phphhlipa_c		id in bigg					
met	23camp_p	23camp_p		id in bigg					
met	dump_c	dump_c		id in bigg					
met	octeACP_c	octeACP_c		id in bigg					
met	4abz_c	4abz_c		id in bigg					
met	hacolipa_e	hacolipa_e		id in bigg					
met	mththf_e	mththf_e		id in bigg					
met	2dglc_e	2dglc_e		id in bigg					
met	sq_c	sq_c		id in bigg					
met	g6p_c	g6p_c		id in bigg					
met	h2s_p	h2s_p		id in bigg					
met	slnt_e	slnt_e		id in bigg					
met	lald__L_c	lald__L_c		id in bigg					
met	urdglyc_c	urdglyc_c		id in bigg					
met	odecoa_c	odecoa_c		id in bigg					
met	mercpeth_c	mercpeth_c		id in bigg					
met	pe180_p	pe180_p		id in bigg					
met	xan_e	xan_e		id in bigg					
met	arbtn_fe3_c	arbtn_fe3_c		id in bigg					
met	prpncoa_c	prpncoa_c		id in bigg					
met	cm_p	cm_p		id in bigg					
met	4abzglu_c	4abzglu_c		id in bigg					
met	Nmtrp_c	Nmtrp_c		id in bigg					
met	1tdec7eg3p_p	1tdec7eg3p_p		id in bigg					
met	arbt6p_c	arbt6p_c		id in bigg					
met	g3ps_p	g3ps_p		id in bigg					
met	gsn_e	gsn_e		id in bigg					
met	mal__D_e	mal__D_e		id in bigg					
met	dhmptp_c	dhmptp_c		id in bigg					
met	cdpdtdec7eg_c	cdpdtdec7eg_c		id in bigg					
met	f_p	f_p		id in bigg					
met	34dphacoa_c	34dphacoa_c		id in bigg					
met	3oocoa_c	3oocoa_c		id in bigg					
met	3hpp_c	3hpp_c		id in bigg					
met	thmnp_c	thmnp_c		id in bigg					
met	1agpe161_p	1agpe161_p		id in bigg					
met	inost_p	inost_p		id in bigg					
met	2ddara_c	2ddara_c		id in bigg					
met	ac_c	ac_c		id in bigg					
met	manglyc_p	manglyc_p		id in bigg					
met	melib_p	melib_p		id in bigg					
met	lac__L_c	lac__L_c		id in bigg					
met	pgp141_c	pgp141_c		id in bigg					
met	pram_c	pram_c		id in bigg					
met	glyc_p	glyc_p		id in bigg					
met	pran_c	pran_c		id in bigg					
met	cyst__L_c	cyst__L_c		id in bigg					
met	acolipa_p	acolipa_p		id in bigg					
met	feoxam_p	feoxam_p		id in bigg					
met	3haACP_c	3haACP_c		id in bigg					
met	pmtcoa_c	pmtcoa_c		id in bigg					
met	adocbl_e	adocbl_e		id in bigg					
met	mi1p__D_c	mi1p__D_c		id in bigg					
met	nadphx__S_c	nadphx__S_c		id in bigg					
met	cpmp_c	cpmp_c		id in bigg					
met	r5p_c	r5p_c		id in bigg					
met	gal1p_c	gal1p_c		id in bigg					
met	acgam1p_e	acgam1p_e		id in bigg					
met	galt_p	galt_p		id in bigg					
met	5fthf_c	5fthf_c		id in bigg					
rea	12PPDRtex	12PPDRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	12PPDRtpp	12PPDRtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	12PPDStex	12PPDStex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	12PPDStpp	12PPDStpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	13PPDH2	13PPDH2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	23CAMPtex	23CAMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	23CCMPtex	23CCMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	23CGMPtex	23CGMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	23CUMPtex	23CUMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	23DAPPAtex	23DAPPAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	26DAHtex	26DAHtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	2DDARAA	2DDARAA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	2DGLCtex	2DGLCtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	34dhpactex	34dhpactex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3AMPtex	3AMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3CMPtex	3CMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3GMPtex	3GMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3HPPtex	3HPPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR100	3OAR100		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR120	3OAR120		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR140	3OAR140		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR160	3OAR160		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR180	3OAR180		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR40	3OAR40		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR60	3OAR60		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3OAR80	3OAR80		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3PEPTtex	3PEPTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	3UMPtex	3UMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	4ABZGLUH	4ABZGLUH		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	4ABZGLUtex	4ABZGLUtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	4ABZGLUtr	4ABZGLUtr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	4HOXPACDtex	4HOXPACDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	4HTHRA	4HTHRA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	4PEPTtex	4PEPTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	5DGLCNt2rpp	5DGLCNt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	5DGLCNtex	5DGLCNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	5DKGR	5DKGR		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	5MTRtex	5MTRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	A5PISO	A5PISO		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ABUTtex	ABUTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT1r	ACACT1r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT2r	ACACT2r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT3r	ACACT3r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT4r	ACACT4r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT5r	ACACT5r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT6r	ACACT6r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT7r	ACACT7r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACT8r	ACACT8r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ACACt2pp	ACACt2pp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
