,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature1,feature2,other
179,rea,DXPS,DXPS,id in bigg(mets different),,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,
180,rea,D_LACt2,D_LACt2,id in bigg(mets different),,h_e + lac__D_e <=> h_c + lac__D_c,h_e + lac__D_e --> h_c + lac__D_c,
181,rea,ETOHt,ETOHt,id in bigg(mets different),,etoh_e <=> etoh_c,etoh_e --> etoh_c,
182,rea,F6PA,F6PA,id in bigg(mets different),,f6p_c <=> dha_c + g3p_c,f6p_c --> dha_c + g3p_c,
183,rea,FABM1,FABM1,id in bigg(mets different),,2thdeacp_c <=> 2chdeacp_c,2thdeacp_c --> 2chdeacp_c,
184,rea,FABM2,FABM2,id in bigg(mets different),,2tocdacp_c <=> 2cocdacp_c,2tocdacp_c --> 2cocdacp_c,
185,rea,FBA,FBA,id in bigg(mets different),,fdp_c <=> dhap_c + g3p_c,fdp_c --> dhap_c + g3p_c,
186,rea,FFSD,FFSD,id in bigg(mets different),,h2o_c + suc6p_c --> fru_c + g6p_c,h2o_c + suc6p_c --> fru_c + g6p_c,
187,rea,FLVR,FLVR,id in bigg(mets different),,h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,
188,rea,FMETDF,FMETDF,id in bigg(mets different),,fmet_c + h2o_c --> for_c + met__L_c,fmet_c + h2o_c --> for_c + met__L_c,
189,rea,FMNAT,FMNAT,id in bigg(mets different),,atp_c + fmn_c + h_c --> fad_c + ppi_c,atp_c + fmn_c + h_c --> fad_c + ppi_c,
190,rea,FOLt,FOLt,id in bigg(mets different),,fol_e + h_e <=> fol_c + h_c,fol_e + h_e --> fol_c + h_c,
191,rea,FORt2,FORt2,id in bigg(mets different),,for_e + h_e <=> for_c + h_c,for_e + h_e --> for_c + h_c,
192,rea,FRDx,FRDx,id in bigg(mets different),,fum_c + h_c + nadh_c <=> nad_c + succ_c,fum_c + h_c + nadh_c --> nad_c + succ_c,
193,rea,FRUK,FRUK,id in bigg(mets different),,atp_c + f1p_c --> adp_c + fdp_c + h_c,atp_c + f1p_c --> adp_c + fdp_c + h_c,
194,rea,FRUpts,FRUpts,id in bigg(mets different),,fru_e + pep_c --> f1p_c + pyr_c,fru_e + pep_c --> f1p_c + pyr_c,
195,rea,FTHFCL,FTHFCL,id in bigg(mets different),,5fothf_c + atp_c --> adp_c + methf_c + pi_c,5fthf_c + atp_c --> adp_c + methf_c + pi_c,
196,rea,FUCt,FUCt,id in bigg(mets different),,fuc__L_e + h_e <=> fuc__L_c + h_c,fuc__L_e + h_e --> fuc__L_c + h_c,
197,rea,G1PACT,G1PACT,id in bigg(mets different),,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,
198,rea,G1PTMT,G1PTMT,id in bigg(mets different),,dttp_c + g1p_c + h_c --> dtdpglc_c + ppi_c,dttp_c + g1p_c + h_c --> dtdpglc_c + ppi_c,
199,rea,G3PCT,G3PCT,id in bigg(mets different),,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c,
200,rea,G3PD1,G3PD1,id in bigg(mets different),,glyc3p_c + nad_c <=> dhap_c + h_c + nadh_c,dhap_h + h_h + nadh_h --> glyc3p_h + nad_h,
201,rea,G3PO,G3PO,id in bigg(mets different),,glyc3p_c + o2_c --> dhap_c + h2o2_c,dhap_h + h2o2_h --> glyc3p_h + o2_h,
202,rea,G5SADs,G5SADs,id in bigg(mets different),,glu5sa_c <=> 1pyr5c_c + h2o_c + h_c,glu5sa_c --> 1pyr5c_c + h2o_c + h_c,
203,rea,G5SD,G5SD,id in bigg(mets different),,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,
204,rea,G6PDA,G6PDA,id in bigg(mets different),,gam6p_c + h2o_c --> f6p_c + nh4_c,gam6p_c + h2o_c --> f6p_c + nh4_c,
205,rea,G6PDH2r,G6PDH2r,id in bigg(mets different),,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,
206,rea,G6PI,G6PI,id in bigg(mets different),,g6p_c <=> g6p__B_c,g6p_c --> g6p_B_c,
207,rea,GALK2,GALK2,id in bigg(mets different),,a_gal__D_c + atp_c --> adp_c + gal1p_c + h_c,a_gal__D_c + atp_c --> adp_c + gal1p_c + h_c,
208,rea,GALM,GALM,id in bigg(mets different),,gal_c <=> a_gal__D_c,gal_c --> a_gal__D_c,
209,rea,GALS3,GALS3,id in bigg(mets different),,h2o_c + melib_c --> gal_c + glc__D_c,h2o_c + melib_c --> gal_c + glc__D_c,
210,rea,GALT,GALT,id in bigg(mets different),,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,gal1p_c + h_c + utp_c --> ppi_c + udpgal_c,
211,rea,GALTpts,GALTpts,id in bigg(mets different),,galt_e + pep_c --> galt1p_c + pyr_c,galt_e + pep_c --> galt1p_c + pyr_c,
212,rea,GAPD,GAPD,id in bigg(mets different),,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,
213,rea,GARFT,GARFT,id in bigg(mets different),,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,10fthf_c + gar_c --> fgam_c + h_c + thf_c,
214,rea,GCALDD,GCALDD,id in bigg(mets different),,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,
215,rea,GF6PTA,GF6PTA,id in bigg(mets different),,f6p_c + gln__L_c --> gam6p_c + glu__L_c,f6p_c + gln__L_c --> gam6p_c + glu__L_c,
216,rea,GHMT2r,GHMT2r,id in bigg(mets different),,ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,
217,rea,GK1,GK1,id in bigg(mets different),,atp_c + gmp_c <=> adp_c + gdp_c,atp_c + gmp_c --> adp_c + gdp_c,
218,rea,GK2,GK2,id in bigg(mets different),,datp_c + gmp_c <=> dadp_c + gdp_c,datp_c + gmp_c --> dadp_c + gdp_c,
219,rea,GLCP,GLCP,id in bigg(mets different),,glycogen_c + pi_c --> g1p_c,glycogen_c + pi_c --> g1p_c,
220,rea,GLCS1,GLCS1,id in bigg(mets different),,adpglc_c --> adp_c + glycogen_c + h_c,adpglc_c --> adp_c + glycogen_c + h_c,
221,rea,GLCpts,GLCpts,id in bigg(mets different),,glc__D_e + pep_c --> g6p_c + pyr_c,glc__D_e + pep_c --> g6p_c + pyr_c,
222,rea,GLGC,GLGC,id in bigg(mets different),,atp_c + g1p_c + h_c --> adpglc_c + ppi_c,atp_c + g1p_c + h_c --> adpglc_c + ppi_c,
223,rea,GLNS,GLNS,id in bigg(mets different),,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,
224,rea,GLNabc,GLNabc,id in bigg(mets different),,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,
225,rea,GLU5K,GLU5K,id in bigg(mets different),,atp_c + glu__L_c --> adp_c + glu5p_c,atp_c + glu__L_c --> adp_c + glu5p_c,
226,rea,GLUCYS,GLUCYS,id in bigg(mets different),,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,
227,rea,GLUDC,GLUDC,id in bigg(mets different),,glu__L_c + h_c --> 4abut_c + co2_c,glu__L_c + h_c --> 4abut_c + co2_c,
228,rea,GLUDy,GLUDy,id in bigg(mets different),,glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c,glu__L_c + h2o_c + nadp_c --> akg_c + h_c + nadph_c + nh4_c,
229,rea,GLUPRT,GLUPRT,id in bigg(mets different),,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,
230,rea,GLUTRS,GLUTRS,id in bigg(mets different),,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + h_c + ppi_c,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,
231,rea,GLYBabc,GLYBabc,id in bigg(mets different),,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,
232,rea,GLYBt2r,GLYBt2r,id in bigg(mets different),,glyb_e + h_e <=> glyb_c + h_c,glyb_e + h_e --> glyb_c + h_c,
233,rea,GLYCK,GLYCK,id in bigg(mets different),,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,
234,rea,GLYCLTt2r,GLYCLTt2r,id in bigg(mets different),,glyclt_e + h_e <=> glyclt_c + h_c,glyclt_e + h_e --> glyclt_c + h_c,
235,rea,GLYK,GLYK,id in bigg(mets different),,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,
236,rea,GLYTRS,GLYTRS,id in bigg(mets different),,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + h_c + ppi_c,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,
237,rea,GLYt2r,GLYt2r,id in bigg(mets different),,gly_e + h_e <=> gly_c + h_c,gly_e + h_e --> gly_c + h_c,
238,rea,GMPR,GMPR,id in bigg(mets different),,gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c,gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c,
239,rea,GMPS2,GMPS2,id in bigg(mets different),,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,
240,rea,GND,GND,id in bigg(mets different),,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,
241,rea,GNK,GNK,id in bigg(mets different),,atp_c + glcn__D_c --> 6pgc_c + adp_c + h_c,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,
242,rea,GNNUC,GNNUC,id in bigg(mets different),,gsn_c + h2o_c --> gua_c + rib__D_c,gsn_c + h2o_c --> gua_c + rib__D_c,
243,rea,GPDDA1,GPDDA1,id in bigg(mets different),,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c,
244,rea,GPDDA2,GPDDA2,id in bigg(mets different),,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,
245,rea,GPDDA3,GPDDA3,id in bigg(mets different),,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,
246,rea,GPDDA4,GPDDA4,id in bigg(mets different),,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,
247,rea,GPDDA5,GPDDA5,id in bigg(mets different),,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c,
248,rea,GRTT,GRTT,id in bigg(mets different),,grdp_c + ipdp_c --> frdp_c + ppi_c,grdp_c + ipdp_c --> frdp_c + ppi_c,
249,rea,GTHS,GTHS,id in bigg(mets different),,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,
250,rea,GTPCI,GTPCI,id in bigg(mets different),,gtp_c + h2o_c --> ahdt_c + for_c + h_c,gtp_c + h2o_c --> ahdt_c + for_c + h_c,
251,rea,GTPDPK,GTPDPK,id in bigg(mets different),,atp_c + gtp_c --> amp_c + gdptp_c + h_c,atp_c + gtp_c --> amp_c + gdptp_c + h_c,
252,rea,GUAPRT,GUAPRT,id in bigg(mets different),,gua_c + prpp_c --> gmp_c + ppi_c,gua_c + prpp_c --> gmp_c + ppi_c,
253,rea,H2Ot,H2Ot,id in bigg(mets different),,h2o_e <=> h2o_c,h2o_e --> h2o_c,
254,rea,HBUHL1,HBUHL1,id in bigg(mets different),,3hbacp_c --> 2beacp_c + h2o_c,3hbacp_c --> 2beacp_c + h2o_c,
255,rea,HBUR1,HBUR1,id in bigg(mets different),,aaacp_c + h_c + nadph_c --> 3hbacp_c + nadp_c,aaacp_c + h_c + nadph_c --> 3hbacp_c + nadp_c,
256,rea,HCYSMT,HCYSMT,id in bigg(mets different),,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,
257,rea,HDDHL5,HDDHL5,id in bigg(mets different),,3hddacp_c --> 2tddacp_c + h2o_c,3hddacp_c --> 2tddacp_c + h2o_c,
258,rea,HDDR5,HDDR5,id in bigg(mets different),,3oxddacp_c + h_c + nadph_c --> 3hddacp_c + nadp_c,3oxddacp_c + h_c + nadph_c --> 3hddacp_c + nadp_c,
259,rea,HDEHL4,HDEHL4,id in bigg(mets different),,3hdeacp_c --> 2tdeacp_c + h2o_c,3hdeacp_c --> 2tdeacp_c + h2o_c,
260,rea,HDER4,HDER4,id in bigg(mets different),,3oxdeacp_c + h_c + nadph_c --> 3hdeacp_c + nadp_c,3oxdeacp_c + h_c + nadph_c --> 3hdeacp_c + nadp_c,
261,rea,HDMAT7,HDMAT7,id in bigg(mets different),,2thdeacp_c + h_c + nadh_c --> hdeacp_c + nad_c,2thdeacp_c + h_c + nadh_c --> hdeacp_c + nad_c,
262,rea,HEMAT2,HEMAT2,id in bigg(mets different),,2theacp_c + h_c + nadh_c --> hexacp_c + nad_c,2theacp_c + h_c + nadh_c --> hexacp_c + nad_c,
263,rea,HETZK,HETZK,id in bigg(mets different),,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,
264,rea,HEX1,HEX1,id in bigg(mets different),,atp_c + glc__D_c --> adp_c + g6p_c + h_c,atp_c + glc__D_c --> adp_c + g6p_c + h_c,
265,rea,HHDHL7,HHDHL7,id in bigg(mets different),,3hpaacp_c --> 2thdeacp_c + h2o_c,3hpaacp_c --> 2thdeacp_c + h2o_c,
266,rea,HHDR7,HHDR7,id in bigg(mets different),,3oxhdacp_c + h_c + nadph_c --> 3hpaacp_c + nadp_c,3oxhdacp_c + h_c + nadph_c --> 3hpaacp_c + nadp_c,
267,rea,HHYHL2,HHYHL2,id in bigg(mets different),,3hhacp_c --> 2theacp_c + h2o_c,3hhacp_c --> 2theacp_c + h2o_c,
268,rea,HHYR2,HHYR2,id in bigg(mets different),,3oxhacp_c + h_c + nadph_c --> 3hhacp_c + nadp_c,3oxhacp_c + h_c + nadph_c --> 3hhacp_c + nadp_c,
269,rea,HIBD,HIBD,id in bigg(mets different),,3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,
270,rea,HISDC,HISDC,id in bigg(mets different),,h_c + his__L_c --> co2_c + hista_c,h_c + his__L_c --> co2_c + hista_c,
271,rea,HISTD,HISTD,id in bigg(mets different),,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,
272,rea,HISTRS,HISTRS,id in bigg(mets different),,atp_c + his__L_c + trnahis_c --> amp_c + h_c + histrna_c + ppi_c,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,
273,rea,HMGCOAR,HMGCOAR,id in bigg(mets different),,coa_c + mev__R_c + 2.0 nadp_c <=> 2.0 h_c + hmgcoa_c + 2.0 nadph_c,coa_c + mev__R_c + 2.0 nadp_c --> 2.0 h_c + hmgcoa_c + 2.0 nadph_c,
274,rea,HMGCOAS,HMGCOAS,id in bigg(mets different),,coa_c + h_c + hmgcoa_c <=> aacoa_c + accoa_c + h2o_c,coa_c + h_c + hmgcoa_c --> aacoa_c + accoa_c + h2o_c,
275,rea,HMPK1,HMPK1,id in bigg(mets different),,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,
276,rea,HOCHL3,HOCHL3,id in bigg(mets different),,3hocacp_c --> 2toceacp_c + h2o_c,3hocacp_c --> 2toceacp_c + h2o_c,
277,rea,HOCR3,HOCR3,id in bigg(mets different),,3oxocacp_c + h_c + nadph_c --> 3hocacp_c + nadp_c,3oxocacp_c + h_c + nadph_c --> 3hocacp_c + nadp_c,
278,rea,HODHL8,HODHL8,id in bigg(mets different),,3hocdacp_c --> 2tocdacp_c + h2o_c,3hocdacp_c --> 2tocdacp_c + h2o_c,
279,rea,HODR8,HODR8,id in bigg(mets different),,3oxocdacp_c + h_c + nadph_c --> 3hocdacp_c + nadp_c,3oxocdacp_c + h_c + nadph_c --> 3hocdacp_c + nadp_c,
280,rea,HPPK,HPPK,id in bigg(mets different),,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,
281,rea,HSDy,HSDy,id in bigg(mets different),,hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,hom__L_c + nadp_c --> aspsa_c + h_c + nadph_c,
282,rea,HSERTA,HSERTA,id in bigg(mets different),,accoa_c + hom__L_c <=> achms_c + coa_c,accoa_c + hom__L_c --> achms_c + coa_c,
283,rea,HSK,HSK,id in bigg(mets different),,atp_c + hom__L_c --> adp_c + h_c + phom_c,atp_c + hom__L_c --> adp_c + h_c + phom_c,
284,rea,HSTPT,HSTPT,id in bigg(mets different),,glu__L_c + imacp_c --> akg_c + h_c + hisp_c,glu__L_c + imacp_c --> akg_c + hisp_c,
285,rea,HTDHL6,HTDHL6,id in bigg(mets different),,3htdacp_c --> 2ttdeacp_c + h2o_c,3htdacp_c --> 2ttdeacp_c + h2o_c,
286,rea,HTDR6,HTDR6,id in bigg(mets different),,3oxtdacp_c + h_c + nadph_c --> 3htdacp_c + nadp_c,3oxtdacp_c + h_c + nadph_c --> 3htdacp_c + nadp_c,
287,rea,HXPRT,HXPRT,id in bigg(mets different),,hxan_c + prpp_c --> imp_c + ppi_c,hxan_c + prpp_c --> imp_c + ppi_c,
288,rea,HYPOE,HYPOE,id in bigg(mets different),,h2o_c + pyam5p_c --> pi_c + pydam_c,h2o_c + pyam5p_c --> pi_c + pydam_c,
289,rea,IG3PS,IG3PS,id in bigg(mets different),,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + 2.0 h_c,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,
290,rea,IGPDH,IGPDH,id in bigg(mets different),,eig3p_c + h_c --> h2o_c + imacp_c,eig3p_c --> h2o_c + imacp_c,
291,rea,IGPS,IGPS,id in bigg(mets different),,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,
292,rea,ILETA,ILETA,id in bigg(mets different),,akg_c + ile__L_c <=> 3mop_c + glu__L_c,akg_c + ile__L_c --> 3mop_c + glu__L_c,
293,rea,ILETRS,ILETRS,id in bigg(mets different),,atp_c + ile__L_c + trnaile_c --> amp_c + h_c + iletrna_c + ppi_c,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,
294,rea,ILEabc,ILEabc,id in bigg(mets different),,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,
295,rea,ILEt2r,ILEt2r,id in bigg(mets different),,h_e + ile__L_e <=> h_c + ile__L_c,h_e + ile__L_e --> h_c + ile__L_c,
296,rea,IMPC,IMPC,id in bigg(mets different),,h2o_c + imp_c <=> fprica_c,h2o_c + imp_c --> fprica_c,
297,rea,IMPD,IMPD,id in bigg(mets different),,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,
298,rea,INS2D,INS2D,id in bigg(mets different),,inost_c + nad_c --> 2ins_c + h_c + nadh_c,inost_c + nad_c --> 2ins_c + h_c + nadh_c,
299,rea,INSH,INSH,id in bigg(mets different),,h2o_c + ins_c --> hxan_c + rib__D_c,h2o_c + ins_c --> hxan_c + rib__D_c,
300,rea,INSt2,INSt2,id in bigg(mets different),,h_e + ins_e <=> h_c + ins_c,h_e + ins_e --> h_c + ins_c,
301,rea,IPDDI,IPDDI,id in bigg(mets different),,ipdp_c <=> dmpp_c,ipdp_c --> dmpp_c,
302,rea,LACZ,LACZ,id in bigg(mets different),,h2o_c + lcts_c --> gal_c + glc__D_c,h2o_c + lcts_c --> gal_c + glc__D_c,
303,rea,LCTSt,LCTSt,id in bigg(mets different),,h_e + lcts_e <=> h_c + lcts_c,h_e + lcts_e --> h_c + lcts_c,
304,rea,LDH_D,LDH_D,id in bigg(mets different),,lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,lac__D_c + nad_c --> h_c + nadh_c + pyr_c,
305,rea,LDH_L,LDH_L,id in bigg(mets different),,lac__L_c + nad_c <=> h_c + nadh_c + pyr_c,lac__L_c + nad_c --> h_c + nadh_c + pyr_c,
306,rea,LEUTA,LEUTA,id in bigg(mets different),,akg_c + leu__L_c <=> 4mop_c + glu__L_c,akg_c + leu__L_c --> 4mop_c + glu__L_c,
307,rea,LEUTRS,LEUTRS,id in bigg(mets different),,atp_c + leu__L_c + trnaleu_c --> amp_c + h_c + leutrna_c + ppi_c,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,
308,rea,LEUabc,LEUabc,id in bigg(mets different),,atp_c + h2o_c + leu__L_e --> adp_c + h_c + leu__L_c + pi_c,atp_c + h2o_c + leu__L_e --> adp_c + h_c + leu__L_c + pi_c,
309,rea,LEUt2r,LEUt2r,id in bigg(mets different),,h_e + leu__L_e <=> h_c + leu__L_c,h_e + leu__L_e --> h_c + leu__L_c,
310,rea,LYSTRS,LYSTRS,id in bigg(mets different),,atp_c + lys__L_c + trnalys_c --> amp_c + h_c + lystrna_c + ppi_c,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,
311,rea,LYSt2r,LYSt2r,id in bigg(mets different),,h_e + lys__L_e <=> h_c + lys__L_c,h_e + lys__L_e --> h_c + lys__L_c,
312,rea,L_LACt2r,L_LACt2r,id in bigg(mets different),,h_e + lac__L_e <=> h_c + lac__L_c,h_e + lac__L_e --> h_c + lac__L_c,
313,rea,LacR,LacR,id in bigg(mets different),,lac__L_c <=> lac__D_c,lac__L_c --> lac__D_c,
314,rea,M1PD,M1PD,id in bigg(mets different),,mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c,mnl1p_c + nad_c --> f6p_c + h_c + nadh_c,
315,rea,MACPMT,MACPMT,id in bigg(mets different),,acp_c + malcoa_c --> coa_c + malacp_c,acp_c + malcoa_c --> coa_c + malacp_c,
316,rea,MALLAC,MALLAC,id in bigg(mets different),,h_c + mal__L_c --> co2_c + lac__L_c,h_c + mal__L_c --> co2_c + lac__L_c,
317,rea,MALT,MALT,id in bigg(mets different),,h2o_c + malt_c --> 2.0 glc__D_c,h2o_c + malt_c --> 2.0 glc__D_c,
318,rea,MALTabc,MALTabc,id in bigg(mets different),,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,
319,rea,MALTt2,MALTt2,id in bigg(mets different),,h_e + malt_e --> h_c + malt_c,h_e + malt_e --> h_c + malt_c,
320,rea,MALt2r,MALt2r,id in bigg(mets different),,h_e + mal__L_e <=> h_c + mal__L_c,h_e + mal__L_e --> h_c + mal__L_c,
321,rea,MAN6PI,MAN6PI,id in bigg(mets different),,man6p_c <=> f6p_c,man6p_c --> f6p_c,
322,rea,MANpts,MANpts,id in bigg(mets different),,man_e + pep_c --> man6p_c + pyr_c,man_e + pep_c --> man6p_c + pyr_c,
323,rea,MCMAT2,MCMAT2,id in bigg(mets different),,butacp_c + h_c + malacp_c --> 3oxhacp_c + acp_c + co2_c,butacp_c + h_c + malacp_c --> 3oxhacp_c + acp_c + co2_c,
324,rea,MCMAT3,MCMAT3,id in bigg(mets different),,h_c + hexacp_c + malacp_c --> 3oxocacp_c + acp_c + co2_c,h_c + hexacp_c + malacp_c --> 3oxocacp_c + acp_c + co2_c,
325,rea,MCMAT4,MCMAT4,id in bigg(mets different),,h_c + malacp_c + octacp_c --> 3oxdeacp_c + acp_c + co2_c,h_c + malacp_c + octacp_c --> 3oxdeacp_c + acp_c + co2_c,
326,rea,MCMAT5,MCMAT5,id in bigg(mets different),,decacp_c + h_c + malacp_c --> 3oxddacp_c + acp_c + co2_c,decacp_c + h_c + malacp_c --> 3oxddacp_c + acp_c + co2_c,
327,rea,MCMAT6,MCMAT6,id in bigg(mets different),,ddeacp_c + h_c + malacp_c --> 3oxtdacp_c + acp_c + co2_c,ddeacp_c + h_c + malacp_c --> 3oxtdacp_c + acp_c + co2_c,
328,rea,MCMAT7,MCMAT7,id in bigg(mets different),,h_c + malacp_c + tdeacp_c --> 3oxhdacp_c + acp_c + co2_c,h_c + malacp_c + tdeacp_c --> 3oxhdacp_c + acp_c + co2_c,
329,rea,MCMAT8,MCMAT8,id in bigg(mets different),,h_c + hdeacp_c + malacp_c --> 3oxocdacp_c + acp_c + co2_c,h_c + hdeacp_c + malacp_c --> 3oxocdacp_c + acp_c + co2_c,
330,rea,MDH,MDH,id in bigg(mets different),,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,
331,rea,ME1,ME1,id in bigg(mets different),,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,
332,rea,MELIBt2,MELIBt2,id in bigg(mets different),,h_e + melib_e --> h_c + melib_c,h_e + melib_e --> h_c + melib_c,
333,rea,METAT,METAT,id in bigg(mets different),,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,
334,rea,METS,METS,id in bigg(mets different),,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,
335,rea,METTRS,METTRS,id in bigg(mets different),,atp_c + met__L_c + trnamet_c --> amp_c + h_c + mettrna_c + ppi_c,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,
336,rea,METt2r,METt2r,id in bigg(mets different),,h_e + met__L_e <=> h_c + met__L_c,h_e + met__L_e --> h_c + met__L_c,
337,rea,MEVK1,MEVK1,id in bigg(mets different),,atp_c + mev__R_c --> 5pmev_c + adp_c + h_c,atp_c + mev__R_c --> 5pmev_c + adp_c + h_c,
