,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature1,feature2,other
615,rea,2MBALDt,2MBALDt,id in old_bigg(mets different),2MBALDt; 2MBALt,2mbal_c <=> 2mbal_e,2mbald_c --> 2mbald_e,
616,rea,2HXICt,2HXICt,id in old_bigg(mets different),2HXICt; 2hxict6,2hxic__L_c + h_c <=> 2hxic__L_e + h_e,2hxic__L_c + h_c --> 2hxic__L_e + h_e,
617,rea,4ABZt,4ABZt,id in old_bigg(mets different),4ABZt; ABZtex; PABAt,4abz_e <=> 4abz_c,4abz_c --> 4abz_e,
618,rea,ACACT1x,ACACT1x,id in old_bigg(mets different),ACACT1; ACACT1x,2.0 accoa_c --> aacoa_c + coa_c,2.0 accoa_x --> aacoa_x + coa_x,
619,rea,ADSL1r,ADSL1r,id in old_bigg(mets different),AAL(fum)_c; AAL_LPAREN_fum_RPAREN_; ADSL1; ADSL1r,dcamp_c --> amp_c + fum_c,dcamp_c --> amp_c + fum_c,
620,rea,AIRCr,AIRCr,id in old_bigg(mets different),AIRC; AIRCr; PRAIC_c,air_c + co2_c --> 5aizc_c + h_c,air_c + co2_c --> 5aizc_c + h_c,
621,rea,GLYALDDr,GLYALDDr,id in old_bigg(mets different),ALDD8x; GLYALDDr; GLYALDOR; r0392,glyald_c + h2o_c + nad_c --> glyc__R_c + 2.0 h_c + nadh_c,glyald_c + h2o_c + nad_c --> glyc__R_c + 2.0 h_c + nadh_c,
622,rea,AMANAPEr,AMANAPEr,id in old_bigg(mets different),AMANAPE; AMANAPEr,acmanap_c --> acgam6p_c,acmanap_c --> acgam6p_c,
623,rea,ASNt2r,ASNt2r,id in old_bigg(mets different),ASNt2; ASNt2r,asn__L_e + h_e --> asn__L_c + h_c,asn__L_e + h_e --> asn__L_c + h_c,
624,rea,ASPt2r,ASPt2r,id in old_bigg(mets different),ASPt2; ASPt2r,asp__L_e + h_e --> asp__L_c + h_c,asp__L_e + h_e --> asp__L_c + h_c,
625,rea,BTDt_RR,BTDt_RR,id in old_bigg(mets different),BTDt-RR; BTDt1_RR; BTDt_RR,btd__RR_c <=> btd__RR_e,btd_RR_c --> btd_RR_e,
626,rea,CHLt2,CHLt2,id in old_bigg(mets different),CHLt2; CHLt2r,chol_e + h_e <=> chol_c + h_c,chol_e + h_e --> chol_c + h_c,
627,rea,CYSt2r,CYSt2r,id in old_bigg(mets different),CYSt2; CYSt2r,cys__L_e + h_e --> cys__L_c + h_c,cys__L_e + h_e --> cys__L_c + h_c,
628,rea,ITCY,ITCY,id in old_bigg(mets different),CYTDK3; ITCY; ITCY_c,cytd_c + itp_c --> cmp_c + h_c + idp_c,cytd_c + itp_c --> cmp_c + h_c + idp_c,
629,rea,FOLR2,FOLR2,id in old_bigg(mets different),DHFOR2; FOLR2,dhf_c + nadp_c <=> fol_c + nadph_c,fol_c + nadph_c --> dhf_c + nadp_c,
630,rea,EX_2mbald_e,EX_2mbald_e,id in old_bigg(mets different),EX_2mbal_LPAREN_e_RPAREN_; EX_2mbald_e_,2mbal_e <=> ,2mbald_e --> ,
631,rea,EX_2mpa_e,EX_2mpa_e,id in old_bigg(mets different),EX_2mpa_LPAREN_e_RPAREN_,isobut_e <=> ,2mpa_e --> ,
632,rea,EX_3mba_e,EX_3mba_e,id in old_bigg(mets different),EX_3mba_LPAREN_e_RPAREN_,isoval_e <=> ,3mba_e --> ,
633,rea,EX_acgala_e,EX_acgala_e,id in old_bigg(mets different),EX_acgala_LPAREN_e_RPAREN_,acgal_e <=> ,acgala_e --> ,
634,rea,EX_btd_RR_e,EX_btd_RR_e,id in old_bigg(mets different),EX_btd-RR(e); EX_btd_RR_LPAREN_e_RPAREN_; EX_btd_RR_e; EX_btd_RR_e_,btd__RR_e <=> ,btd_RR_e --> ,
635,rea,FTHFLi,FTHFLi,id in old_bigg(mets different),FTHFL; FTHFL_c; FTHFLi,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
636,rea,GALUi,GALUi,id in old_bigg(mets different),G1PUT_c; GALU; GALUi; UG1PUT,g1p_c + h_c + utp_c <=> ppi_c + udpg_c,g1p_c + h_c + utp_c --> ppi_c + udpg_c,
637,rea,GLCNt2ir,GLCNt2ir,id in old_bigg(mets different),GLCNt2; GLCNt2ir,glcn__D_e + h_e <=> glcn__D_c + h_c,glcn__D_e + h_e --> glcn__D_c + h_c,
638,rea,GLCt2,GLCt2,id in old_bigg(mets different),GLCt2; GLCt2r,glc__D_e + h_e <=> glc__D_c + h_c,glc__D_e + h_e --> glc__D_c + h_c,
639,rea,GLUt2r,GLUt2r,id in old_bigg(mets different),GLUt2; GLUt2r,glu__L_e + h_e --> glu__L_c + h_c,glu__L_e + h_e --> glu__L_c + h_c,
640,rea,GTHPi,GTHPi,id in old_bigg(mets different),GSHPO; GTHP; GTHP_c; GTHPi,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,
641,rea,GTHOr,GTHOr,id in old_bigg(mets different),GDR_LPAREN_nadp_RPAREN_; GDR_NADP_c; GTHO; GTHOr; GTHRD,2.0 gthrd_c + nadp_c <=> gthox_c + h_c + nadph_c,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,
642,rea,GUAt2r,GUAt2r,id in old_bigg(mets different),GUAt2; GUAt2r,gua_e + h_e --> gua_c + h_c,gua_e + h_e --> gua_c + h_c,
643,rea,HISt2r,HISt2r,id in old_bigg(mets different),HISt; HISt2; HISt2r,h_e + his__L_e --> h_c + his__L_c,h_e + his__L_e --> h_c + his__L_c,
644,rea,HXANt2r,HXANt2r,id in old_bigg(mets different),HXANt2; HXANt2r,h_e + hxan_e --> h_c + hxan_c,h_e + hxan_e --> h_c + hxan_c,
645,rea,LCADi,LCADi,id in old_bigg(mets different),LCAD; LCADi,h2o_c + lald__L_c + nad_c <=> 2.0 h_c + lac__L_c + nadh_c,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,
646,rea,MALTATr,MALTATr,id in old_bigg(mets different),MALTAT; MALTATr,accoa_c + malt_c --> acmalt_c + coa_c,accoa_c + malt_c --> acmalt_c + coa_c,
647,rea,AHSERL2,AHSERL2,id in old_bigg(mets different),AHSERL2; METACH,achms_c + h2s_c <=> ac_c + h_c + hcys__L_c,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,
648,rea,MTHFR3,MTHFR3,id in old_bigg(mets different),METFR; MTHFR1; MTHFR3,5mthf_c + nadp_c <=> 2.0 h_c + mlthf_c + nadph_c,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,
649,rea,ARAT,ARAT,id in old_bigg(mets different),ARAT; METTA,akg_c + h_c + met__L_c <=> 4met2obut_c + glu__L_c,4met2obut_c + glu__L_c --> akg_c + h_c + met__L_c,
650,rea,MHPGLUT,MHPGLUT,id in old_bigg(mets different),MHPGLUT; MTHPTGHM; MTHPTGHMr,5mthglu_c + hcys__L_c --> met__L_c + thglu_c,hcys__L_c + mhpglu_c --> hpglu_c + met__L_c,
651,rea,NACt,NACt,id in old_bigg(mets different),NACDe; NACUP; NACt,nac_e --> nac_c,nac_e --> nac_c,
652,rea,NH3c,NH3c,id in old_bigg(mets different),NH3c; NH4DIS,nh4_c <=> h_c + nh3_c,h_c + nh3_c --> nh4_c,
653,rea,NNAM,NNAM,id in old_bigg(mets different),NAAH; NNAM; NNAMr,h2o_c + ncam_c <=> nac_c + nh4_c,h2o_c + ncam_c --> nac_c + nh4_c,
654,rea,NNATr,NNATr,id in old_bigg(mets different),ANNA; NNAT; NNAT_c; NNATr,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,
655,rea,NOX,NOX,id in old_bigg(mets different),NOX; NOX1,h_c + nadh_c + o2_c --> h2o2_c + nad_c,h_c + nadh_c + o2_c --> h2o2_c + nad_c,
656,rea,NADHPO,NADHPO,id in old_bigg(mets different),NADHPO; NPR,h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c,h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c,
657,rea,OROATP,OROATP,id in old_bigg(mets different),OROATP; OROt6; OROte,h_e + orot_e <=> h_c + orot_c,h_e + orot_e --> h_c + orot_c,
658,rea,PPYRDC,PPYRDC,id in old_bigg(mets different),PHPDC; PPYRDC,h_c + phpyr_c --> co2_c + pacald_c,h_c + phpyr_c --> co2_c + pacald_c,
659,rea,PIt2r,PIt2r,id in old_bigg(mets different),PIt; PIt2; PIt2r; PIt6; PIt6b; PIt_e,h_e + pi_e <=> h_c + pi_c,h_e + pi_e --> h_c + pi_c,
660,rea,PRAGSr,PRAGSr,id in old_bigg(mets different),PPRGL_c; PRAGS; PRAGSr,atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c,atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c,
661,rea,PRASCSi,PRASCSi,id in old_bigg(mets different),PRAIS; PRAIS_c; PRASCS; PRASCSi,5aizc_c + asp__L_c + atp_c <=> 25aics_c + adp_c + h_c + pi_c,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,
662,rea,PTPATi,PTPATi,id in old_bigg(mets different),PTPAT; PTPATi,atp_c + h_c + pan4p_c <=> dpcoa_c + ppi_c,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,
663,rea,PYRt2,PYRt2,id in old_bigg(mets different),PYRt2; PYRt2r,h_e + pyr_e <=> h_c + pyr_c,h_e + pyr_e --> h_c + pyr_c,
664,rea,RHCYS,RHCYS,id in old_bigg(mets different),RHC; RHCYS,h2o_c + rhcys_c --> hcys__L_c + rib__D_c,h2o_c + rhcys_c --> hcys__L_c + rib__D_c,
665,rea,SBTD_D2,SBTD_D2,id in old_bigg(mets different),SBTD_D; SBTD_D2; SBTD_Dr,nad_c + sbt__D_c --> fru_c + h_c + nadh_c,nad_c + sbt__D_c --> fru_c + h_c + nadh_c,
666,rea,METB1,METB1,id in old_bigg(mets different),METB1; METB1r; SHSL5,achms_c + cys__L_c --> ac_c + cysth__L_c + h_c,achms_c + cys__L_c --> ac_c + cyst__L_c + h_c,
667,rea,THRA,THRA,id in old_bigg(mets different),HMR_4284; THRA; THRA_c; THRAi; THRAr,thr__L_c <=> acald_c + gly_c,thr__L_c --> acald_c + gly_c,
668,rea,THRt2r,THRt2r,id in old_bigg(mets different),THRt2; THRt2r; THRt6,h_e + thr__L_e --> h_c + thr__L_c,h_e + thr__L_e --> h_c + thr__L_c,
669,rea,TMPK,TMPK,id in old_bigg(mets different),TMPK; TMPKr,atp_c + thmmp_c <=> adp_c + thmpp_c,atp_c + thmmp_c --> adp_c + thmpp_c,
670,rea,UDCPKr,UDCPKr,id in old_bigg(mets different),UDCPK; UDCPKr,atp_c + udcp_c --> adp_c + h_c + udcpp_c,atp_c + udcp_c --> adp_c + h_c + udcpp_c,
671,rea,UMPK,UMPK,id in old_bigg(mets different),UMPK; UMPK_c; URIDK1,atp_c + ump_c --> adp_c + udp_c,atp_c + ump_c --> adp_c + udp_c,
672,rea,URIDK2r,URIDK2r,id in old_bigg(mets different),DTMPK; DTMPK_c; URIDK2; URIDK2r; URIDK3,atp_c + dump_c --> adp_c + dudp_c,atp_c + dump_c --> adp_c + dudp_c,
673,rea,2MBDH,,not in bigg,,,,
674,rea,2MBOLt,,not in bigg,,,,
675,rea,2MPALDH,,not in bigg,,,,
676,rea,2MPALt,,not in bigg,,,,
677,rea,2MPDH,,not in bigg,,,,
678,rea,2MPOLt,,not in bigg,,,,
679,rea,3MBALDH,,not in bigg,,,,
680,rea,3MBDH,,not in bigg,,,,
681,rea,3MBOLt,,not in bigg,,,,
682,rea,4MT2ODC,,not in bigg,,,,
683,rea,AEPPT,,not in bigg,,,,
684,rea,AGAT_LPL,,not in bigg,,,,
685,rea,ALALAC,,not in bigg,,,,
686,rea,ALATA_Lr,,not in bigg,,,,
687,rea,CLPNS_LPL,,not in bigg,,,,
688,rea,CMPDC,,not in bigg,,,,
689,rea,CPSS_LPL,,not in bigg,,,,
690,rea,CPSS_LPL2,,not in bigg,,,,
691,rea,CRCT,,not in bigg,,,,
692,rea,CSNt6,,not in bigg,,,,
693,rea,DAGGT_LPL,,not in bigg,,,,
694,rea,DAGK_LPL,,not in bigg,,,,
695,rea,DALTAL,,not in bigg,,,,
696,rea,DARTAL,,not in bigg,,,,
697,rea,DASYN_LPL,,not in bigg,,,,
698,rea,DNAS_LPL,,not in bigg,,,,
699,rea,EPPP,,not in bigg,,,,
700,rea,EX_2mbol_LPAREN_e_RPAREN_,,not in bigg,,,,
701,rea,EX_2mpal_LPAREN_e_RPAREN_,,not in bigg,,,,
702,rea,EX_2mpol_LPAREN_e_RPAREN_,,not in bigg,,,,
703,rea,EX_34hplac_LPAREN_e_RPAREN_,,not in bigg,,,,
704,rea,EX_3mbol_LPAREN_e_RPAREN_,,not in bigg,,,,
705,rea,EX_glycogen_LPAREN_e_RPAREN_,,not in bigg,,,,
706,rea,EX_hmfurn,,not in bigg,,,,
707,rea,EX_imlac_LPAREN_e_RPAREN_,,not in bigg,,,,
708,rea,EX_indlac_LPAREN_e_RPAREN_,,not in bigg,,,,
709,rea,EX_methal_LPAREN_e_RPAREN_,,not in bigg,,,,
710,rea,EX_phenol_LPAREN_e_RPAREN_,,not in bigg,,,,
711,rea,EX_phlac_LPAREN_e_RPAREN_,,not in bigg,,,,
712,rea,GAT1_LPL,,not in bigg,,,,
713,rea,GLNTAL,,not in bigg,,,,
714,rea,GLTAL,,not in bigg,,,,
715,rea,GLYCOGEN_STORE,,not in bigg,,,,
716,rea,GRTAL,,not in bigg,,,,
717,rea,HISTA,,not in bigg,,,,
718,rea,HISTAap,,not in bigg,,,,
719,rea,HP3MO,,not in bigg,,,,
720,rea,HPHLDH,,not in bigg,,,,
721,rea,HPLACt6,,not in bigg,,,,
722,rea,ILDH,,not in bigg,,,,
723,rea,IMLACt6,,not in bigg,,,,
724,rea,IMLDH,,not in bigg,,,,
725,rea,INDLACt,,not in bigg,,,,
726,rea,LOXD,,not in bigg,,,,
727,rea,LOXL,,not in bigg,,,,
728,rea,LPGS_LPL,,not in bigg,,,,
729,rea,LTAS_LPL,,not in bigg,,,,
730,rea,METHALt,,not in bigg,,,,
731,rea,MGDS,,not in bigg,,,,
732,rea,MLTP4,,not in bigg,,,,
733,rea,MNLP,,not in bigg,,,,
734,rea,MNLt6,,not in bigg,,,,
735,rea,MOADCST,,not in bigg,,,,
736,rea,NH3t,,not in bigg,,,,
737,rea,NH4DISex,,not in bigg,,,,
738,rea,NO3abc,,not in bigg,,,,
739,rea,NTRARx,,not in bigg,,,,
740,rea,NTRARy,,not in bigg,,,,
741,rea,P5CRr,,not in bigg,,,,
742,rea,PACTH,,not in bigg,,,,
743,rea,PAPPT5,,not in bigg,,,,
744,rea,PDXt2,,not in bigg,,,,
745,rea,PGGT4,,not in bigg,,,,
746,rea,PGPP_LPL,,not in bigg,,,,
747,rea,PGSA_LPL,,not in bigg,,,,
748,rea,PHENt,,not in bigg,,,,
749,rea,PHLACt,,not in bigg,,,,
750,rea,PHLDH,,not in bigg,,,,
751,rea,PKL,,not in bigg,,,,
752,rea,PPN13D,,not in bigg,,,,
753,rea,PROTS_LPL_v60,,not in bigg,,,,
754,rea,PYDAMt,,not in bigg,,,,
755,rea,PZS,,not in bigg,,,,
756,rea,RBLK2,,not in bigg,,,,
757,rea,RBT5PDHy,,not in bigg,,,,
758,rea,RNAS_LPL,,not in bigg,,,,
759,rea,SBT6PP,,not in bigg,,,,
760,rea,SBTD,,not in bigg,,,,
761,rea,SBTD_L_1,,not in bigg,,,,
762,rea,SBTt6,,not in bigg,,,,
763,rea,SO4t4,,not in bigg,,,,
764,rea,SUCD3BC,,not in bigg,,,,
765,rea,TAPGL4,,not in bigg,,,,
766,rea,THZPSN2,,not in bigg,,,,
767,rea,TPL,,not in bigg,,,,
768,rea,UAGPT5,,not in bigg,,,,
769,rea,UNAGAMAMT,,not in bigg,,,,
770,rea,biomass_LPL60,,not in bigg,,,,
771,rea,biomass_LPL_RETB_t576_NoATP,,not in bigg,,,,
772,rea,added_biomass_sink,,not in bigg,,,,
773,rea,ALAt2,ALAt2r,{id_in_bigg repeat}id in old_bigg(mets different),ALA_Lt6; ALAt2; ALAt2r,ala__L_e + h_e --> ala__L_c + h_c,ala__L_e + h_e --> ala__L_c + h_c,
774,rea,GLYCt1,GLYCt,{id_in_bigg repeat}id in old_bigg(mets different),GLYCTDle; GLYCt; GLYCt1; GLYCt5,glyc_e --> glyc_c,glyc_c --> glyc_e,
775,rea,GLYt2,GLYt2r,{id_in_bigg repeat}id in old_bigg(mets different),GLYt2; GLYt2r; GLYt6,gly_e + h_e --> gly_c + h_c,gly_e + h_e --> gly_c + h_c,
776,rea,METt2,METt2r,{id_in_bigg repeat}id in old_bigg(mets different),METt2; METt2r,h_e + met__L_e --> h_c + met__L_c,h_e + met__L_e --> h_c + met__L_c,
777,rea,PROt2,PROt2r,{id_in_bigg repeat}id in old_bigg(mets different),PROt2; PROt2r,h_e + pro__L_e --> h_c + pro__L_c,h_e + pro__L_e --> h_c + pro__L_c,
