bigg_id,equaction_string,mets,bounds,original_bigg_ids
GLYTYRLYSt,glytyrlys_e + h_e --> glytyrlys_c + h_c,"{'glytyrlys_c': 1.0, 'glytyrlys_e': -1.0, 'h_c': 1.0, 'h_e': -1.0}","(0.0, 1000.0)",['GLYTYRLYSt']
GLYVALHISt,glyvalhis_e + h_e --> glyvalhis_c + h_c,"{'glyvalhis_c': 1.0, 'glyvalhis_e': -1.0, 'h_c': 1.0, 'h_e': -1.0}","(0.0, 1000.0)",['GLYVALHISt']
HISLYSILEt,h_e + hislysile_e --> h_c + hislysile_c,"{'h_c': 1.0, 'h_e': -1.0, 'hislysile_c': 1.0, 'hislysile_e': -1.0}","(0.0, 1000.0)",['HISLYSILEt']
HISLYSTHRt,h_e + hislysthr_e --> h_c + hislysthr_c,"{'h_c': 1.0, 'h_e': -1.0, 'hislysthr_c': 1.0, 'hislysthr_e': -1.0}","(0.0, 1000.0)",['HISLYSTHRt']
HISMETGLNt,h_e + hismetgln_e --> h_c + hismetgln_c,"{'h_c': 1.0, 'h_e': -1.0, 'hismetgln_c': 1.0, 'hismetgln_e': -1.0}","(0.0, 1000.0)",['HISMETGLNt']
HISPROLYSt,h_e + hisprolys_e --> h_c + hisprolys_c,"{'h_c': 1.0, 'h_e': -1.0, 'hisprolys_c': 1.0, 'hisprolys_e': -1.0}","(0.0, 1000.0)",['HISPROLYSt']
ILEGLNGLUt,h_e + ileglnglu_e --> h_c + ileglnglu_c,"{'h_c': 1.0, 'h_e': -1.0, 'ileglnglu_c': 1.0, 'ileglnglu_e': -1.0}","(0.0, 1000.0)",['ILEGLNGLUt']
LEUALAARGt,h_e + leualaarg_e --> h_c + leualaarg_c,"{'h_c': 1.0, 'h_e': -1.0, 'leualaarg_c': 1.0, 'leualaarg_e': -1.0}","(0.0, 1000.0)",['LEUALAARGt']
LEUPROt,h_e + leupro_e --> h_c + leupro_c,"{'h_c': 1.0, 'h_e': -1.0, 'leupro_c': 1.0, 'leupro_e': -1.0}","(0.0, 1000.0)",['LEUPROt']
LEUTRPARGt,h_e + leutrparg_e --> h_c + leutrparg_c,"{'h_c': 1.0, 'h_e': -1.0, 'leutrparg_c': 1.0, 'leutrparg_e': -1.0}","(0.0, 1000.0)",['LEUTRPARGt']
LYSPHEILEt,h_e + lyspheile_e --> h_c + lyspheile_c,"{'h_c': 1.0, 'h_e': -1.0, 'lyspheile_c': 1.0, 'lyspheile_e': -1.0}","(0.0, 1000.0)",['LYSPHEILEt']
LYSTRPARGt,h_e + lystrparg_e --> h_c + lystrparg_c,"{'h_c': 1.0, 'h_e': -1.0, 'lystrparg_c': 1.0, 'lystrparg_e': -1.0}","(0.0, 1000.0)",['LYSTRPARGt']
METPHEARGt,h_e + metphearg_e --> h_c + metphearg_c,"{'h_c': 1.0, 'h_e': -1.0, 'metphearg_c': 1.0, 'metphearg_e': -1.0}","(0.0, 1000.0)",['METPHEARGt']
METTRPPHEt,h_e + mettrpphe_e --> h_c + mettrpphe_c,"{'h_c': 1.0, 'h_e': -1.0, 'mettrpphe_c': 1.0, 'mettrpphe_e': -1.0}","(0.0, 1000.0)",['METTRPPHEt']
PHEASNMETt,h_e + pheasnmet_e --> h_c + pheasnmet_c,"{'h_c': 1.0, 'h_e': -1.0, 'pheasnmet_c': 1.0, 'pheasnmet_e': -1.0}","(0.0, 1000.0)",['PHEASNMETt']
PHELYSALAt,h_e + phelysala_e --> h_c + phelysala_c,"{'h_c': 1.0, 'h_e': -1.0, 'phelysala_c': 1.0, 'phelysala_e': -1.0}","(0.0, 1000.0)",['PHELYSALAt']
PHELYSPROt,h_e + phelyspro_e --> h_c + phelyspro_c,"{'h_c': 1.0, 'h_e': -1.0, 'phelyspro_c': 1.0, 'phelyspro_e': -1.0}","(0.0, 1000.0)",['PHELYSPROt']
PHETRPLEUt,h_e + phetrpleu_e --> h_c + phetrpleu_c,"{'h_c': 1.0, 'h_e': -1.0, 'phetrpleu_c': 1.0, 'phetrpleu_e': -1.0}","(0.0, 1000.0)",['PHETRPLEUt']
PHETYRt,h_e + phetyr_e --> h_c + phetyr_c,"{'h_c': 1.0, 'h_e': -1.0, 'phetyr_c': 1.0, 'phetyr_e': -1.0}","(0.0, 1000.0)",['PHETYRt']
PROCYSt,h_e + procys_e --> h_c + procys_c,"{'h_c': 1.0, 'h_e': -1.0, 'procys_c': 1.0, 'procys_e': -1.0}","(0.0, 1000.0)",['PROCYSt']
PROHISt,h_e + prohis_e --> h_c + prohis_c,"{'h_c': 1.0, 'h_e': -1.0, 'prohis_c': 1.0, 'prohis_e': -1.0}","(0.0, 1000.0)",['PROHISt']
PROPROARGt,h_e + proproarg_e --> h_c + proproarg_c,"{'h_c': 1.0, 'h_e': -1.0, 'proproarg_c': 1.0, 'proproarg_e': -1.0}","(0.0, 1000.0)",['PROPROARGt']
PROPROPROt,h_e + propropro_e --> h_c + propropro_c,"{'h_c': 1.0, 'h_e': -1.0, 'propropro_c': 1.0, 'propropro_e': -1.0}","(0.0, 1000.0)",['PROPROPROt']
SERARGTRPt,h_e + serargtrp_e --> h_c + serargtrp_c,"{'h_c': 1.0, 'h_e': -1.0, 'serargtrp_c': 1.0, 'serargtrp_e': -1.0}","(0.0, 1000.0)",['SERARGTRPt']
THRGLNTYRt,h_e + thrglntyr_e --> h_c + thrglntyr_c,"{'h_c': 1.0, 'h_e': -1.0, 'thrglntyr_c': 1.0, 'thrglntyr_e': -1.0}","(0.0, 1000.0)",['THRGLNTYRt']
THRSERARGt,h_e + thrserarg_e --> h_c + thrserarg_c,"{'h_c': 1.0, 'h_e': -1.0, 'thrserarg_c': 1.0, 'thrserarg_e': -1.0}","(0.0, 1000.0)",['THRSERARGt']
TRPARGALAt,h_e + trpargala_e --> h_c + trpargala_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpargala_c': 1.0, 'trpargala_e': -1.0}","(0.0, 1000.0)",['TRPARGALAt']
TRPGLNGLNt,h_e + trpglngln_e --> h_c + trpglngln_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpglngln_c': 1.0, 'trpglngln_e': -1.0}","(0.0, 1000.0)",['TRPGLNGLNt']
TRPGLYLEUt,h_e + trpglyleu_e --> h_c + trpglyleu_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpglyleu_c': 1.0, 'trpglyleu_e': -1.0}","(0.0, 1000.0)",['TRPGLYLEUt']
TRPHISMETt,h_e + trphismet_e --> h_c + trphismet_c,"{'h_c': 1.0, 'h_e': -1.0, 'trphismet_c': 1.0, 'trphismet_e': -1.0}","(0.0, 1000.0)",['TRPHISMETt']
TRPILELYSt,h_e + trpilelys_e --> h_c + trpilelys_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpilelys_c': 1.0, 'trpilelys_e': -1.0}","(0.0, 1000.0)",['TRPILELYSt']
TRPPROGLYt,h_e + trpprogly_e --> h_c + trpprogly_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpprogly_c': 1.0, 'trpprogly_e': -1.0}","(0.0, 1000.0)",['TRPPROGLYt']
TRPPROVALt,h_e + trpproval_e --> h_c + trpproval_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpproval_c': 1.0, 'trpproval_e': -1.0}","(0.0, 1000.0)",['TRPPROVALt']
TRPSERTYRt,h_e + trpsertyr_e --> h_c + trpsertyr_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpsertyr_c': 1.0, 'trpsertyr_e': -1.0}","(0.0, 1000.0)",['TRPSERTYRt']
TRPTHRILEt,h_e + trpthrile_e --> h_c + trpthrile_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpthrile_c': 1.0, 'trpthrile_e': -1.0}","(0.0, 1000.0)",['TRPTHRILEt']
TRPTYRGLNt,h_e + trptyrgln_e --> h_c + trptyrgln_c,"{'h_c': 1.0, 'h_e': -1.0, 'trptyrgln_c': 1.0, 'trptyrgln_e': -1.0}","(0.0, 1000.0)",['TRPTYRGLNt']
TRPVALASPt,h_e + trpvalasp_e --> h_c + trpvalasp_c,"{'h_c': 1.0, 'h_e': -1.0, 'trpvalasp_c': 1.0, 'trpvalasp_e': -1.0}","(0.0, 1000.0)",['TRPVALASPt']
TYRASPARGt,h_e + tyrasparg_e --> h_c + tyrasparg_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrasparg_c': 1.0, 'tyrasparg_e': -1.0}","(0.0, 1000.0)",['TYRASPARGt']
TYRCYSGLYt,h_e + tyrcysgly_e --> h_c + tyrcysgly_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrcysgly_c': 1.0, 'tyrcysgly_e': -1.0}","(0.0, 1000.0)",['TYRCYSGLYt']
TYRCYSTHRt,h_e + tyrcysthr_e --> h_c + tyrcysthr_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrcysthr_c': 1.0, 'tyrcysthr_e': -1.0}","(0.0, 1000.0)",['TYRCYSTHRt']
TYRLEUARGt,h_e + tyrleuarg_e --> h_c + tyrleuarg_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrleuarg_c': 1.0, 'tyrleuarg_e': -1.0}","(0.0, 1000.0)",['TYRLEUARGt']
TYRTHRt,h_e + tyrthr_e --> h_c + tyrthr_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrthr_c': 1.0, 'tyrthr_e': -1.0}","(0.0, 1000.0)",['TYRTHRt']
TYRTRPPHEt,h_e + tyrtrpphe_e --> h_c + tyrtrpphe_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrtrpphe_c': 1.0, 'tyrtrpphe_e': -1.0}","(0.0, 1000.0)",['TYRTRPPHEt']
TYRVALMETt,h_e + tyrvalmet_e --> h_c + tyrvalmet_c,"{'h_c': 1.0, 'h_e': -1.0, 'tyrvalmet_c': 1.0, 'tyrvalmet_e': -1.0}","(0.0, 1000.0)",['TYRVALMETt']
VALARGGLYt,h_e + valarggly_e --> h_c + valarggly_c,"{'h_c': 1.0, 'h_e': -1.0, 'valarggly_c': 1.0, 'valarggly_e': -1.0}","(0.0, 1000.0)",['VALARGGLYt']
VALHISASNt,h_e + valhisasn_e --> h_c + valhisasn_c,"{'h_c': 1.0, 'h_e': -1.0, 'valhisasn_c': 1.0, 'valhisasn_e': -1.0}","(0.0, 1000.0)",['VALHISASNt']
VALLEUPHEt,h_e + valleuphe_e --> h_c + valleuphe_c,"{'h_c': 1.0, 'h_e': -1.0, 'valleuphe_c': 1.0, 'valleuphe_e': -1.0}","(0.0, 1000.0)",['VALLEUPHEt']
VALPHEARGt,h_e + valphearg_e --> h_c + valphearg_c,"{'h_c': 1.0, 'h_e': -1.0, 'valphearg_c': 1.0, 'valphearg_e': -1.0}","(0.0, 1000.0)",['VALPHEARGt']
VALTRPPHEt,h_e + valtrpphe_e --> h_c + valtrpphe_c,"{'h_c': 1.0, 'h_e': -1.0, 'valtrpphe_c': 1.0, 'valtrpphe_e': -1.0}","(0.0, 1000.0)",['VALTRPPHEt']
ALAARGGLYr,alaarggly_c + 2.0 h2o_c --> ala__L_c + arg__L_c + gly_c,"{'ala__L_c': 1.0, 'alaarggly_c': -1.0, 'arg__L_c': 1.0, 'gly_c': 1.0, 'h2o_c': -2.0}","(0.0, 1000.0)",['ALAARGGLYr']
ARGALAPHEr,argalaphe_c + 2.0 h2o_c --> ala__L_c + arg__L_c + phe__L_c,"{'ala__L_c': 1.0, 'arg__L_c': 1.0, 'argalaphe_c': -1.0, 'h2o_c': -2.0, 'phe__L_c': 1.0}","(0.0, 1000.0)",['ARGALAPHEr']
ARGALATHRr,argalathr_c + 2.0 h2o_c --> ala__L_c + arg__L_c + thr__L_c,"{'ala__L_c': 1.0, 'arg__L_c': 1.0, 'argalathr_c': -1.0, 'h2o_c': -2.0, 'thr__L_c': 1.0}","(0.0, 1000.0)",['ARGALATHRr']
ARGCYSSERr,argcysser_c + 2.0 h2o_c --> arg__L_c + cys__L_c + ser__L_c,"{'arg__L_c': 1.0, 'argcysser_c': -1.0, 'cys__L_c': 1.0, 'h2o_c': -2.0, 'ser__L_c': 1.0}","(0.0, 1000.0)",['ARGCYSSERr']
ARGPROTHRr,argprothr_c + 2.0 h2o_c --> arg__L_c + pro__L_c + thr__L_c,"{'arg__L_c': 1.0, 'argprothr_c': -1.0, 'h2o_c': -2.0, 'pro__L_c': 1.0, 'thr__L_c': 1.0}","(0.0, 1000.0)",['ARGPROTHRr']
ARGTYRVALr,argtyrval_c + 2.0 h2o_c --> arg__L_c + tyr__L_c + val__L_c,"{'arg__L_c': 1.0, 'argtyrval_c': -1.0, 'h2o_c': -2.0, 'tyr__L_c': 1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['ARGTYRVALr']
ARGVALTRPr,argvaltrp_c + 2.0 h2o_c --> arg__L_c + trp__L_c + val__L_c,"{'arg__L_c': 1.0, 'argvaltrp_c': -1.0, 'h2o_c': -2.0, 'trp__L_c': 1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['ARGVALTRPr']
ASPLYSGLUr,asplysglu_c + 2.0 h2o_c --> asp__L_c + glu__L_c + lys__L_c,"{'asp__L_c': 1.0, 'asplysglu_c': -1.0, 'glu__L_c': 1.0, 'h2o_c': -2.0, 'lys__L_c': 1.0}","(0.0, 1000.0)",['ASPLYSGLUr']
ASPPROLYSr,aspprolys_c + 2.0 h2o_c --> asp__L_c + lys__L_c + pro__L_c,"{'asp__L_c': 1.0, 'aspprolys_c': -1.0, 'h2o_c': -2.0, 'lys__L_c': 1.0, 'pro__L_c': 1.0}","(0.0, 1000.0)",['ASPPROLYSr']
CYSGLNMETr,cysglnmet_c + 2.0 h2o_c --> cys__L_c + gln__L_c + met__L_c,"{'cys__L_c': 1.0, 'cysglnmet_c': -1.0, 'gln__L_c': 1.0, 'h2o_c': -2.0, 'met__L_c': 1.0}","(0.0, 1000.0)",['CYSGLNMETr']
CYSGLUTRPr,cysglutrp_c + 2.0 h2o_c --> cys__L_c + glu__L_c + trp__L_c,"{'cys__L_c': 1.0, 'cysglutrp_c': -1.0, 'glu__L_c': 1.0, 'h2o_c': -2.0, 'trp__L_c': 1.0}","(0.0, 1000.0)",['CYSGLUTRPr']
GLNHISHISr,glnhishis_c + 2.0 h2o_c --> gln__L_c + 2.0 his__L_c,"{'gln__L_c': 1.0, 'glnhishis_c': -1.0, 'h2o_c': -2.0, 'his__L_c': 2.0}","(0.0, 1000.0)",['GLNHISHISr']
GLNTYRLEUr,glntyrleu_c + 2.0 h2o_c --> gln__L_c + leu__L_c + tyr__L_c,"{'gln__L_c': 1.0, 'glntyrleu_c': -1.0, 'h2o_c': -2.0, 'leu__L_c': 1.0, 'tyr__L_c': 1.0}","(0.0, 1000.0)",['GLNTYRLEUr']
GLUARGLEUr,gluargleu_c + 2.0 h2o_c --> arg__L_c + glu__L_c + leu__L_c,"{'arg__L_c': 1.0, 'glu__L_c': 1.0, 'gluargleu_c': -1.0, 'h2o_c': -2.0, 'leu__L_c': 1.0}","(0.0, 1000.0)",['GLUARGLEUr']
GLUASNLEUr,gluasnleu_c + 2.0 h2o_c --> asn__L_c + glu__L_c + leu__L_c,"{'asn__L_c': 1.0, 'glu__L_c': 1.0, 'gluasnleu_c': -1.0, 'h2o_c': -2.0, 'leu__L_c': 1.0}","(0.0, 1000.0)",['GLUASNLEUr']
GLUTRPALAr,glutrpala_c + 2.0 h2o_c --> ala__L_c + glu__L_c + trp__L_c,"{'ala__L_c': 1.0, 'glu__L_c': 1.0, 'glutrpala_c': -1.0, 'h2o_c': -2.0, 'trp__L_c': 1.0}","(0.0, 1000.0)",['GLUTRPALAr']
GLYHISASNr,glyhisasn_c + 2.0 h2o_c --> asn__L_c + gly_c + his__L_c,"{'asn__L_c': 1.0, 'gly_c': 1.0, 'glyhisasn_c': -1.0, 'h2o_c': -2.0, 'his__L_c': 1.0}","(0.0, 1000.0)",['GLYHISASNr']
GLYLYSCYSr,glylyscys_c + 2.0 h2o_c --> cys__L_c + gly_c + lys__L_c,"{'cys__L_c': 1.0, 'gly_c': 1.0, 'glylyscys_c': -1.0, 'h2o_c': -2.0, 'lys__L_c': 1.0}","(0.0, 1000.0)",['GLYLYSCYSr']
GLYLYSPHEr,glylysphe_c + 2.0 h2o_c --> gly_c + lys__L_c + phe__L_c,"{'gly_c': 1.0, 'glylysphe_c': -1.0, 'h2o_c': -2.0, 'lys__L_c': 1.0, 'phe__L_c': 1.0}","(0.0, 1000.0)",['GLYLYSPHEr']
GLYVALHISr,glyvalhis_c + 2.0 h2o_c --> gly_c + his__L_c + val__L_c,"{'gly_c': 1.0, 'glyvalhis_c': -1.0, 'h2o_c': -2.0, 'his__L_c': 1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['GLYVALHISr']
HISLYSALAr,2.0 h2o_c + hislysala_c --> ala__L_c + his__L_c + lys__L_c,"{'ala__L_c': 1.0, 'h2o_c': -2.0, 'his__L_c': 1.0, 'hislysala_c': -1.0, 'lys__L_c': 1.0}","(0.0, 1000.0)",['HISLYSALAr']
HISLYSVALr,2.0 h2o_c + hislysval_c --> his__L_c + lys__L_c + val__L_c,"{'h2o_c': -2.0, 'his__L_c': 1.0, 'hislysval_c': -1.0, 'lys__L_c': 1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['HISLYSVALr']
HISPHEARGr,2.0 h2o_c + hisphearg_c --> arg__L_c + his__L_c + phe__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'his__L_c': 1.0, 'hisphearg_c': -1.0, 'phe__L_c': 1.0}","(0.0, 1000.0)",['HISPHEARGr']
ILEARGILEr,2.0 h2o_c + ileargile_c --> arg__L_c + 2.0 ile__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'ile__L_c': 2.0, 'ileargile_c': -1.0}","(0.0, 1000.0)",['ILEARGILEr']
ILEGLYARGr,2.0 h2o_c + ileglyarg_c --> arg__L_c + gly_c + ile__L_c,"{'arg__L_c': 1.0, 'gly_c': 1.0, 'h2o_c': -2.0, 'ile__L_c': 1.0, 'ileglyarg_c': -1.0}","(0.0, 1000.0)",['ILEGLYARGr']
ILEPROLYSr,2.0 h2o_c + ileprolys_c --> ile__L_c + lys__L_c + pro__L_c,"{'h2o_c': -2.0, 'ile__L_c': 1.0, 'ileprolys_c': -1.0, 'lys__L_c': 1.0, 'pro__L_c': 1.0}","(0.0, 1000.0)",['ILEPROLYSr']
ILESERARGr,2.0 h2o_c + ileserarg_c --> arg__L_c + ile__L_c + ser__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'ile__L_c': 1.0, 'ileserarg_c': -1.0, 'ser__L_c': 1.0}","(0.0, 1000.0)",['ILESERARGr']
ILETRPTYRr,2.0 h2o_c + iletrptyr_c --> ile__L_c + trp__L_c + tyr__L_c,"{'h2o_c': -2.0, 'ile__L_c': 1.0, 'iletrptyr_c': -1.0, 'trp__L_c': 1.0, 'tyr__L_c': 1.0}","(0.0, 1000.0)",['ILETRPTYRr']
LEUSERTRPr,2.0 h2o_c + leusertrp_c --> leu__L_c + ser__L_c + trp__L_c,"{'h2o_c': -2.0, 'leu__L_c': 1.0, 'leusertrp_c': -1.0, 'ser__L_c': 1.0, 'trp__L_c': 1.0}","(0.0, 1000.0)",['LEUSERTRPr']
LYSGLNPHEr,2.0 h2o_c + lysglnphe_c --> gln__L_c + lys__L_c + phe__L_c,"{'gln__L_c': 1.0, 'h2o_c': -2.0, 'lys__L_c': 1.0, 'lysglnphe_c': -1.0, 'phe__L_c': 1.0}","(0.0, 1000.0)",['LYSGLNPHEr']
LYSLYSLYSr,2.0 h2o_c + lyslyslys_c --> 3.0 lys__L_c,"{'h2o_c': -2.0, 'lys__L_c': 3.0, 'lyslyslys_c': -1.0}","(0.0, 1000.0)",['LYSLYSLYSr']
LYSPHEILEr,2.0 h2o_c + lyspheile_c --> ile__L_c + lys__L_c + phe__L_c,"{'h2o_c': -2.0, 'ile__L_c': 1.0, 'lys__L_c': 1.0, 'lyspheile_c': -1.0, 'phe__L_c': 1.0}","(0.0, 1000.0)",['LYSPHEILEr']
LYSTYRILEr,2.0 h2o_c + lystyrile_c --> ile__L_c + lys__L_c + tyr__L_c,"{'h2o_c': -2.0, 'ile__L_c': 1.0, 'lys__L_c': 1.0, 'lystyrile_c': -1.0, 'tyr__L_c': 1.0}","(0.0, 1000.0)",['LYSTYRILEr']
LYSVALPHEr,2.0 h2o_c + lysvalphe_c --> lys__L_c + phe__L_c + val__L_c,"{'h2o_c': -2.0, 'lys__L_c': 1.0, 'lysvalphe_c': -1.0, 'phe__L_c': 1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['LYSVALPHEr']
METHISLYSr,2.0 h2o_c + methislys_c --> his__L_c + lys__L_c + met__L_c,"{'h2o_c': -2.0, 'his__L_c': 1.0, 'lys__L_c': 1.0, 'met__L_c': 1.0, 'methislys_c': -1.0}","(0.0, 1000.0)",['METHISLYSr']
METMETILEr,2.0 h2o_c + metmetile_c --> ile__L_c + 2.0 met__L_c,"{'h2o_c': -2.0, 'ile__L_c': 1.0, 'met__L_c': 2.0, 'metmetile_c': -1.0}","(0.0, 1000.0)",['METMETILEr']
METPHEARGr,2.0 h2o_c + metphearg_c --> arg__L_c + met__L_c + phe__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'met__L_c': 1.0, 'metphearg_c': -1.0, 'phe__L_c': 1.0}","(0.0, 1000.0)",['METPHEARGr']
PHEGLNPHEr,2.0 h2o_c + pheglnphe_c --> gln__L_c + 2.0 phe__L_c,"{'gln__L_c': 1.0, 'h2o_c': -2.0, 'phe__L_c': 2.0, 'pheglnphe_c': -1.0}","(0.0, 1000.0)",['PHEGLNPHEr']
PHELEUr,h2o_c + pheleu_c --> leu__L_c + phe__L_c,"{'h2o_c': -1.0, 'leu__L_c': 1.0, 'phe__L_c': 1.0, 'pheleu_c': -1.0}","(0.0, 1000.0)",['PHELEUr']
PHELEUASPr,2.0 h2o_c + pheleuasp_c --> asp__L_c + leu__L_c + phe__L_c,"{'asp__L_c': 1.0, 'h2o_c': -2.0, 'leu__L_c': 1.0, 'phe__L_c': 1.0, 'pheleuasp_c': -1.0}","(0.0, 1000.0)",['PHELEUASPr']
PHEPHETHRr,2.0 h2o_c + phephethr_c --> 2.0 phe__L_c + thr__L_c,"{'h2o_c': -2.0, 'phe__L_c': 2.0, 'phephethr_c': -1.0, 'thr__L_c': 1.0}","(0.0, 1000.0)",['PHEPHETHRr']
PHEPROARGr,2.0 h2o_c + pheproarg_c --> arg__L_c + phe__L_c + pro__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'phe__L_c': 1.0, 'pheproarg_c': -1.0, 'pro__L_c': 1.0}","(0.0, 1000.0)",['PHEPROARGr']
PROGLNPROr,2.0 h2o_c + proglnpro_c --> gln__L_c + 2.0 pro__L_c,"{'gln__L_c': 1.0, 'h2o_c': -2.0, 'pro__L_c': 2.0, 'proglnpro_c': -1.0}","(0.0, 1000.0)",['PROGLNPROr']
PROPHEr,h2o_c + prophe_c --> phe__L_c + pro__L_c,"{'h2o_c': -1.0, 'phe__L_c': 1.0, 'pro__L_c': 1.0, 'prophe_c': -1.0}","(0.0, 1000.0)",['PROPHEr']
PROVALGLNr,2.0 h2o_c + provalgln_c --> gln__L_c + pro__L_c + val__L_c,"{'gln__L_c': 1.0, 'h2o_c': -2.0, 'pro__L_c': 1.0, 'provalgln_c': -1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['PROVALGLNr']
SERARGALAr,2.0 h2o_c + serargala_c --> ala__L_c + arg__L_c + ser__L_c,"{'ala__L_c': 1.0, 'arg__L_c': 1.0, 'h2o_c': -2.0, 'ser__L_c': 1.0, 'serargala_c': -1.0}","(0.0, 1000.0)",['SERARGALAr']
SERTRPHISr,2.0 h2o_c + sertrphis_c --> his__L_c + ser__L_c + trp__L_c,"{'h2o_c': -2.0, 'his__L_c': 1.0, 'ser__L_c': 1.0, 'sertrphis_c': -1.0, 'trp__L_c': 1.0}","(0.0, 1000.0)",['SERTRPHISr']
THRMETARGr,2.0 h2o_c + thrmetarg_c --> arg__L_c + met__L_c + thr__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'met__L_c': 1.0, 'thr__L_c': 1.0, 'thrmetarg_c': -1.0}","(0.0, 1000.0)",['THRMETARGr']
TRPGLNGLNr,2.0 h2o_c + trpglngln_c --> 2.0 gln__L_c + trp__L_c,"{'gln__L_c': 2.0, 'h2o_c': -2.0, 'trp__L_c': 1.0, 'trpglngln_c': -1.0}","(0.0, 1000.0)",['TRPGLNGLNr']
TRPGLULEUr,2.0 h2o_c + trpgluleu_c --> glu__L_c + leu__L_c + trp__L_c,"{'glu__L_c': 1.0, 'h2o_c': -2.0, 'leu__L_c': 1.0, 'trp__L_c': 1.0, 'trpgluleu_c': -1.0}","(0.0, 1000.0)",['TRPGLULEUr']
TRPHISMETr,2.0 h2o_c + trphismet_c --> his__L_c + met__L_c + trp__L_c,"{'h2o_c': -2.0, 'his__L_c': 1.0, 'met__L_c': 1.0, 'trp__L_c': 1.0, 'trphismet_c': -1.0}","(0.0, 1000.0)",['TRPHISMETr']
TRPLYSr,h2o_c + trplys_c --> lys__L_c + trp__L_c,"{'h2o_c': -1.0, 'lys__L_c': 1.0, 'trp__L_c': 1.0, 'trplys_c': -1.0}","(0.0, 1000.0)",['TRPLYSr']
TRPTHRGLUr,2.0 h2o_c + trpthrglu_c --> glu__L_c + thr__L_c + trp__L_c,"{'glu__L_c': 1.0, 'h2o_c': -2.0, 'thr__L_c': 1.0, 'trp__L_c': 1.0, 'trpthrglu_c': -1.0}","(0.0, 1000.0)",['TRPTHRGLUr']
TRPTHRILEr,2.0 h2o_c + trpthrile_c --> ile__L_c + thr__L_c + trp__L_c,"{'h2o_c': -2.0, 'ile__L_c': 1.0, 'thr__L_c': 1.0, 'trp__L_c': 1.0, 'trpthrile_c': -1.0}","(0.0, 1000.0)",['TRPTHRILEr']
TRPTHRTYRr,2.0 h2o_c + trpthrtyr_c --> thr__L_c + trp__L_c + tyr__L_c,"{'h2o_c': -2.0, 'thr__L_c': 1.0, 'trp__L_c': 1.0, 'trpthrtyr_c': -1.0, 'tyr__L_c': 1.0}","(0.0, 1000.0)",['TRPTHRTYRr']
TYRALAPHEr,2.0 h2o_c + tyralaphe_c --> ala__L_c + phe__L_c + tyr__L_c,"{'ala__L_c': 1.0, 'h2o_c': -2.0, 'phe__L_c': 1.0, 'tyr__L_c': 1.0, 'tyralaphe_c': -1.0}","(0.0, 1000.0)",['TYRALAPHEr']
TYRPHETYRr,2.0 h2o_c + tyrphetyr_c --> phe__L_c + 2.0 tyr__L_c,"{'h2o_c': -2.0, 'phe__L_c': 1.0, 'tyr__L_c': 2.0, 'tyrphetyr_c': -1.0}","(0.0, 1000.0)",['TYRPHETYRr']
TYRVALMETr,2.0 h2o_c + tyrvalmet_c --> met__L_c + tyr__L_c + val__L_c,"{'h2o_c': -2.0, 'met__L_c': 1.0, 'tyr__L_c': 1.0, 'tyrvalmet_c': -1.0, 'val__L_c': 1.0}","(0.0, 1000.0)",['TYRVALMETr']
VALSERARGr,2.0 h2o_c + valserarg_c --> arg__L_c + ser__L_c + val__L_c,"{'arg__L_c': 1.0, 'h2o_c': -2.0, 'ser__L_c': 1.0, 'val__L_c': 1.0, 'valserarg_c': -1.0}","(0.0, 1000.0)",['VALSERARGr']
EX_homoval_e,homoval_e --> ,{'homoval_e': -1.0},"(0.0, 1000.0)",['EX_homoval[e]']
XOLEST182_HSte,xolest182_hs_e --> xolest182_hs_c,"{'xolest182_hs_c': 1.0, 'xolest182_hs_e': -1.0}","(0.0, 1000.0)",['XOLEST182_HSte']
